"gene","chr","n_exons","cds_start","cds_end","bp","mu_syn","mu_mis","mu_lof","n_syn","n_mis","n_lof","exp_syn","exp_mis","exp_lof","syn_z","mis_z","lof_z","pLI","pRec","pNull","ensembl_gene_id","entrezgene_id"
"TMTC1","12",18,29659778,29936684,2649,1.32e-05,2.83e-05,2.46e-06,118,243,16,112.0509518,247.9032884,31.72988365,-0.348405956,0.1523224,2.766183421,3.06e-07,0.996221773,0.003777921,"ENSG00000133687",83857
"TMTC3","12",13,88542092,88589426,2745,7.84e-06,2.13e-05,2.04e-06,107,207,9,93.73846049,245.1554228,28.40126622,-0.849150194,1.19193269,3.606208959,0.009052132,0.990845478,0.00010239,"ENSG00000139324",160418
"TMTC4","13",18,101257247,101322616,2283,1.18e-05,2.4e-05,1.65e-06,130,296,13,138.0299207,272.0291386,25.32965076,0.423714171,-0.710874813,2.426754578,3.91e-06,0.988429035,0.011567056,"ENSG00000125247",84899
"TMUB2","17",3,42265076,42268232,966,4.19e-06,9.98e-06,5.54e-07,57,122,5,47.57934,107.9860361,6.71474813,-0.846684471,-0.659621561,0.655503752,0.001301139,0.647548425,0.351150436,"ENSG00000168591",79089
"TMX1","14",8,51707010,51721237,843,3.84e-06,8.6e-06,8.67e-07,50,107,6,44.28348895,95.43684065,12.61139186,-0.53254893,-0.578941799,1.844170583,0.00332854,0.949782391,0.046889069,"ENSG00000139921",81542
"TMX4","20",8,7962897,8000260,1050,5.28e-06,1.19e-05,8.89e-07,33,101,5,41.08179759,102.1297544,11.32496034,0.781686954,0.054681668,1.861783512,0.010662181,0.946183863,0.043153956,"ENSG00000125827",56255
"TNC","9",27,117783435,117853297,6606,3.18e-05,7.21e-05,4.3e-06,383,832,20,370.0608761,824.0319397,59.67376182,-0.416981657,-0.135768565,5.087464651,1.45e-05,0.99998545,2.51e-08,"ENSG00000041982",3371
"TNFAIP1","17",6,26666547,26671626,951,5.03e-06,1.25e-05,7.16e-07,57,101,5,57.45336491,140.4466838,10.39964294,0.037079594,1.628063889,1.658614852,0.007361605,0.92341677,0.069221624,"ENSG00000109079",7126
"TNFAIP2","14",11,103592794,103601697,1965,1.57e-05,2.94e-05,1.45e-06,90,143,7,110.6579747,211.4492119,16.34697087,1.217436444,2.302405614,2.290034016,0.002678208,0.98321854,0.014103252,"ENSG00000185215",7127
"TNFAIP6","2",6,152214180,152236047,834,3.11e-06,7.39e-06,7.1e-07,26,77,9,37.11930169,84.99658283,10.35759565,1.1314282,0.424248205,0.417859841,4.02e-06,0.374740882,0.625255103,"ENSG00000123610",7130
"TNFAIP8L3","15",3,51350077,51397373,879,5.47e-06,1.07e-05,3.24e-07,46,91,7,47.02735401,96.70697602,4.033321527,0.092873674,0.283853285,-1.463284288,2.33e-06,0.085645143,0.914352525,"ENSG00000183578",388121
"TNFRSF10A","8",10,23049206,23082574,1407,7.55e-06,1.6e-05,1.18e-06,90,186,18,77.40986863,162.0056222,16.03956547,-0.88711814,-0.922064627,-0.484892757,3.93e-13,0.012237211,0.987762789,"ENSG00000104689",8797
"TNFRSF10B","8",9,22880183,22926407,1323,6.33e-06,1.4e-05,1.03e-06,73,173,11,69.81032287,149.174133,14.44861539,-0.236666484,-0.954155305,0.898713673,9.8e-07,0.536160286,0.463838734,"ENSG00000120889",8795
"TNFRSF10C","8",5,22960634,22974544,780,3.59e-06,8.08e-06,3.86e-07,44,133,9,40.40723737,89.07093912,6.159313896,-0.350387055,-2.276671209,-1.133826812,1.32e-07,0.059166963,0.940832905,"ENSG00000173535",8794
"TNFRSF10D","8",9,22995382,23021448,1161,6.1e-06,1.36e-05,9.77e-07,58,153,9,67.39256697,147.0874878,13.93571682,0.709296653,-0.23845131,1.309710513,3.28e-05,0.80366481,0.196302363,"ENSG00000173530",8793
"TNFRSF12A","16",4,3070398,3071827,390,3.21e-06,6.31e-06,4.74e-07,24,47,3,31.39655087,60.87377868,6.135894198,0.818347432,0.86975344,1.254042205,0.036421307,0.831654627,0.131924066,"ENSG00000006327",51330
"TNFRSF13B","17",5,16842860,16875389,882,4.22e-06,9.8e-06,5.92e-07,57,155,15,47.87644682,109.7143469,8.650289118,-0.817433245,-2.114686394,-2.138593845,6.72e-13,0.002354856,0.997645144,"ENSG00000240505",23495
"TNFRSF17","16",3,12059181,12061704,555,2.59e-06,5.58e-06,3.18e-07,35,97,4,30.624192,64.4347238,4.86232232,-0.490202607,-1.984318222,0.387380234,0.003104419,0.593772524,0.403123058,"ENSG00000048462",608
"TNFRSF18","1",4,1138970,1141951,768,6.21e-06,1.25e-05,5.63e-07,50,107,8,40.68724535,81.94441848,5.568432276,-0.905103496,-1.35382095,-1.020727045,8.37e-07,0.089996444,0.91000272,"ENSG00000186891",8784
"TNFRSF19","13",8,24164322,24243263,1272,6.84e-06,1.4e-05,8.93e-07,81,171,5,77.97824256,155.9659193,12.94743566,-0.212140074,-0.588815349,2.187886736,0.019882513,0.961763685,0.018353801,"ENSG00000127863",55504
"TNFRSF4","1",7,1146934,1149507,834,6.17e-06,1.2e-05,5.43e-07,58,100,4,51.13439257,98.07475601,6.427652627,-0.595212514,-0.095087344,0.948527747,0.00720933,0.767863756,0.224926914,"ENSG00000186827",7293
"TNFRSF6B","20",3,62328120,62329916,903,7.47e-06,1.57e-05,4.79e-07,100,184,6,63.56847229,132.8204999,4.916090477,-2.832735157,-2.172100593,-0.484253573,4.83e-05,0.245271451,0.754680204,"ENSG00000243509",8771
"TNFSF18","1",3,173010506,173020102,600,1.66e-06,4.41e-06,3.61e-07,25,83,5,19.14370499,48.65985953,5.065899677,-0.82977397,-2.407870534,0.029003119,0.000468356,0.431857286,0.567674358,"ENSG00000120337",8995
"TNFSF9","19",3,6531047,6535077,765,7.64e-06,1.3e-05,3.64e-07,47,106,2,71.99727904,120.2351838,4.545842074,1.826350721,0.634986098,1.182807234,0.096826856,0.770297258,0.132875887,"ENSG00000125657",8744
"TNIP2","4",6,2743983,2758016,1290,1.01e-05,1.94e-05,1.46e-06,81,148,11,90.77232424,175.205109,16.44285237,0.635872927,1.005294772,1.329620425,2.97e-06,0.771321551,0.228675476,"ENSG00000168884",79155
"TNK1","17",12,7286245,7292403,2001,1.17e-05,2.6e-05,1.47e-06,81,207,9,93.76427664,210.412686,16.1060414,0.81719766,0.11507437,1.753973432,8.55e-05,0.929155146,0.070759393,"ENSG00000174292",8711
"TNK2","3",15,195591051,195622287,3261,2.28e-05,4.72e-05,2.37e-06,288,517,20,229.5928508,469.1747919,29.15430689,-2.389658947,-1.079955614,1.679437413,1.21e-10,0.752427007,0.247572992,"ENSG00000061938",10188
"TNKS1BP1","11",10,57068013,57089359,5190,2.43e-05,5.48e-05,2.95e-06,281,675,10,267.0971113,600.5022172,36.04450644,-0.527375908,-1.48697139,4.297206591,0.02971088,0.970285547,3.57e-06,"ENSG00000149115",85456
"TNN","1",18,175046554,175116207,3900,2.15e-05,4.48e-05,2.87e-06,238,531,28,233.3892742,485.2248686,38.60586976,-0.187100888,-1.016422386,1.690866337,5.19e-15,0.506715096,0.493284904,"ENSG00000120332",63923
"TNNI2","11",7,1860926,1862781,549,3.28e-06,7.41e-06,5.48e-07,52,71,3,35.72452534,77.45753536,8.314466579,-1.688106097,0.358882037,1.82571154,0.086152741,0.870962569,0.04288469,"ENSG00000130598",7136
"TNNI3K","1",27,74663962,75009666,2811,9.65e-06,2.47e-05,3.04e-06,124,372,53,118.3053359,285.2981898,44.92205635,-0.324577371,-2.510701407,-1.193880254,1.8e-38,1.33e-07,0.999999867,"ENSG00000116783",51086
"TNNT1","19",13,55644282,55658525,837,4.79e-06,1.29e-05,9.21e-07,44,89,10,50.41951771,134.7421428,13.14573564,0.560470387,1.927440286,0.859447712,3.23e-06,0.55361082,0.446385945,"ENSG00000105048",7138
"TNNT2","1",15,201328337,201342382,867,3.75e-06,9.97e-06,1.39e-06,40,77,7,45.21791303,109.9613104,20.53398186,0.481050652,1.537449519,2.958548498,0.01285284,0.985654656,0.001492504,"ENSG00000118194",7139
"TNNT3","11",15,1944104,1959722,777,3.96e-06,9.08e-06,1.2e-06,41,80,7,45.84638297,96.93803451,17.85184424,0.443725507,0.841457594,2.544202706,0.00472932,0.98894828,0.006322401,"ENSG00000130595",7140
"TNP2","16",2,11361852,11363119,417,1.45e-06,4.94e-06,1.9e-07,28,64,2,17.02233978,56.53962325,2.823326132,-1.649489744,-0.485289572,0.485379098,0.04397134,0.66621412,0.28981454,"ENSG00000178279",7142
"TNPO3","7",22,128597308,128694824,2772,1.05e-05,2.76e-05,3.25e-06,115,181,14,126.2524601,317.7402827,45.41564108,0.620838289,3.752121137,4.61777583,0.001389201,0.998610276,5.22e-07,"ENSG00000064419",23534
"TNS4","17",12,38633839,38652677,2148,9.79e-06,2.12e-05,1.85e-06,116,249,11,115.6000964,244.8839263,25.87023757,-0.023058008,-0.128653698,2.896058918,0.000130733,0.997996452,0.001872815,"ENSG00000131746",84951
"TOE1","1",8,45805924,45809374,1533,6.59e-06,1.69e-05,1.17e-06,85,148,14,75.68943658,190.7716411,16.38938915,-0.663449048,1.514659792,0.584648943,6.59e-09,0.245456544,0.754543449,"ENSG00000132773",114034
"TOM1","22",15,35695921,35743202,1482,9.23e-06,1.86e-05,1.52e-06,94,180,12,104.0941702,205.3560811,22.42888775,0.613349634,0.865456197,2.181342197,6.78e-06,0.974913137,0.025080085,"ENSG00000100284",10043
"TOM1L1","17",15,52978226,53037987,1431,5.2e-06,1.2e-05,1.33e-06,51,148,8,64.32361365,139.9490585,20.96985482,1.029878856,-0.332870907,2.805608681,0.002934147,0.99449215,0.002573703,"ENSG00000141198",10040
"TOMM20L","14",5,58862675,58875300,459,2.58e-06,6.31e-06,3.64e-07,24,44,5,26.50716603,62.51527683,5.865704939,0.301891993,1.145390716,0.354078496,0.000787655,0.538507208,0.460705136,"ENSG00000196860",387990
"TOMM7","7",3,22852788,22862398,168,5.26e-07,1.4e-06,1.77e-07,8,18,2,7.2192413,17.0989431,3.26296257,-0.18014437,-0.106582421,0.692586667,0.054735298,0.703563286,0.241701416,"ENSG00000196683",107986346
"TONSL","8",26,145654525,145669797,4137,2.54e-05,5.39e-05,3.45e-06,222,494,14,229.3273221,477.4218893,37.03880571,0.299961534,-0.371107773,3.749912398,6.06e-05,0.99989239,4.7e-05,"ENSG00000160949",4796
"TOP1MT","8",14,144391610,144417031,1806,1.22e-05,2.54e-05,1.85e-06,125,276,28,139.9418579,283.1785022,26.45033278,0.783035401,0.208650801,-0.298478172,1.63e-19,0.001500191,0.998499809,"ENSG00000184428",116447
"TOP3A","17",19,18178115,18218092,3006,1.41e-05,3.34e-05,2.87e-06,167,339,19,159.0486562,366.9440307,38.39118539,-0.390861201,0.713518319,3.100118543,2.64e-08,0.998932967,0.001067007,"ENSG00000177302",7156
"TOR1AIP1","1",10,179851637,179887374,1752,8.12e-06,1.93e-05,2.02e-06,79,226,7,89.78517605,209.0091649,24.99217489,0.705625943,-0.574840784,3.565097036,0.064614782,0.935255977,0.00012924,"ENSG00000143337",26092
"TOR1AIP2","1",4,179815205,179821800,1413,4.89e-06,1.13e-05,8.03e-07,68,135,8,57.100025,129.2570712,10.77826286,-0.894245154,-0.2470703,0.838279081,4.04e-05,0.618667375,0.381292264,"ENSG00000169905",163590
"TOR2A","9",5,130494312,130497549,966,7.64e-06,1.48e-05,6.99e-07,58,119,3,61.01487589,119.7876757,7.212821953,0.239277377,0.035202312,1.553853974,0.056747579,0.866190879,0.077061542,"ENSG00000160404",27433
"TOR3A","1",6,179051263,179064353,1194,7.27e-06,1.49e-05,7.6e-07,71,147,11,71.46178504,148.1072419,9.658313758,0.033865463,0.044499431,-0.427651545,2.47e-08,0.081099893,0.918900082,"ENSG00000186283",64222
"TP53AIP1","11",3,128805485,128807713,375,1.72e-06,3.28e-06,2.44e-07,17,42,7,15.79824621,29.60946559,3.002826059,-0.187438628,-1.113758436,-2.2849551,9.47e-07,0.0511067,0.948892353,"ENSG00000120471",63970
"TP53BP2","1",18,223968554,224033382,3405,1.42e-05,3.34e-05,2.74e-06,163,336,12,164.9985784,379.5973077,37.59770124,0.096457321,1.094496788,4.135328169,0.002018518,0.997974037,7.45e-06,"ENSG00000143514",7159
"TP53I11","11",6,44956434,44959886,570,3.83e-06,7.66e-06,5.72e-07,49,31,3,38.22345454,74.60086611,7.64766875,-1.08059832,2.469105748,1.664793336,0.067174271,0.871442525,0.061383203,"ENSG00000175274",9537
"TP53I13","17",7,27895776,27899942,1182,7e-06,1.53e-05,9.67e-07,55,150,4,63.88845352,137.8435375,11.72463683,0.689388855,-0.506444523,2.234694082,0.062734293,0.921564224,0.015701483,"ENSG00000167543",90313
"TP53I3","2",5,24300448,24307196,999,4.98e-06,1.01e-05,7.1e-07,48,98,10,58.504486,116.3568154,10.1395301,0.851392581,0.832372142,0.043405891,3.76e-07,0.19796614,0.802033484,"ENSG00000115129",9540
"TP53INP1","8",3,95942706,95953169,723,2.05e-06,6.48e-06,3.63e-07,28,84,6,24.493274,74.6514367,5.37228412,-0.439266817,-0.52922707,-0.268270748,6.86e-05,0.293374762,0.706556652,"ENSG00000164938",94241
"TP53TG5","20",5,44002546,44006876,873,4e-06,1.02e-05,9.91e-07,47,113,10,46.81553722,115.9574248,13.1794705,-0.016713086,0.134331321,0.867551969,3.3e-06,0.558083137,0.441913561,"ENSG00000124251",27296
"TPCN1","12",28,113663050,113733881,2667,1.44e-05,3.16e-05,2.69e-06,172,256,12,162.1554032,341.6865773,39.33530526,-0.479271743,2.267333296,4.31740086,0.003858916,0.996138161,2.92e-06,"ENSG00000186815",53373
"TPCN2","11",25,68816465,68855421,2259,1.38e-05,2.82e-05,2.6e-06,132,279,16,144.2766168,287.3536683,36.82113548,0.633621155,0.241038793,3.398955181,2.06e-06,0.999751656,0.000246279,"ENSG00000162341",219931
"TPD52","8",6,80950350,80992688,675,2.75e-06,5.55e-06,6.19e-07,32,59,5,33.632639,65.3711416,9.52763474,0.174525715,0.385425618,1.453009799,0.005112083,0.888505351,0.106382566,"ENSG00000076554",124188259
"TPD52L1","6",7,125475097,125584108,615,2.98e-06,6.42e-06,7.26e-07,22,55,5,35.45395529,73.46771365,10.73111208,1.400771181,1.05385591,1.733030663,0.008420056,0.933041517,0.058538427,"ENSG00000111907",7164
"TPGS1","19",2,507506,519423,873,1.12e-05,1.97e-05,2.74e-07,35,54,3,60.49856651,105.8765902,1.878352074,2.032322764,2.465971202,-0.810695492,0.003467495,0.389170042,0.607362463,"ENSG00000141933",91978
"TPGS2","18",7,34376767,34408730,903,3.52e-06,8.23e-06,5.78e-07,34,112,7,42.804791,96.208599,9.48373883,0.834299984,-0.787463055,0.798924671,0.000133032,0.636106501,0.363760467,"ENSG00000134779",25941
"TPH1","11",10,18042537,18062309,1335,4.29e-06,1.17e-05,1.19e-06,55,131,10,51.97163632,134.4073687,17.42013706,-0.260419623,0.143756664,1.761066821,2.67e-05,0.924859058,0.075114211,"ENSG00000129167",7166
"TPK1","7",8,144150637,144532695,732,2.75e-06,6.49e-06,5.75e-07,29,76,4,33.27351115,75.1079776,9.589757229,0.45928777,-0.050344042,1.788046583,0.028254579,0.922294644,0.049450777,"ENSG00000196511",27010
"TPM2","9",9,35682077,35689814,855,4.32e-06,9.39e-06,9.61e-07,52,46,9,52.767937,110.1170483,14.65919885,0.065537774,2.988563158,1.464163489,4.59e-05,0.857870286,0.142083784,"ENSG00000198467",7169
"TPMT","6",8,18130898,18149358,738,2.43e-06,6.25e-06,7.58e-07,26,77,8,30.936149,74.1875707,11.94043645,0.550179857,-0.159710158,1.129598218,7.57e-05,0.751715696,0.248208565,"ENSG00000137364",7172
"TPO","2",16,1418180,1546246,2802,2.09e-05,3.91e-05,2.18e-06,187,355,16,208.7521505,389.1634495,29.57139317,0.933334018,0.847054921,2.472169362,1.36e-07,0.988057948,0.011941916,"ENSG00000115705",7173
"TPP1","11",13,6635776,6640631,1692,7.19e-06,1.75e-05,1.5e-06,77,198,7,86.9480512,204.2329444,22.42515269,0.661389684,0.213325979,3.226647167,0.025756063,0.973709903,0.000534034,"ENSG00000166340",1200
"TPPP2","14",3,21498740,21500236,513,2.5e-06,5.75e-06,3.02e-07,31,74,3,28.05608891,63.30238407,4.533035126,-0.34455645,-0.657648103,0.713258961,0.017186617,0.71470049,0.268112894,"ENSG00000179636",122664
"TPRA1","3",10,127292363,127298989,1122,6.28e-06,1.3e-05,7.48e-07,70,123,4,69.51969591,140.785054,11.52392799,-0.035711504,0.733152658,2.195502999,0.05835802,0.924105392,0.017536588,"ENSG00000163870",131601
"TPRG1","3",5,188925173,189038609,828,2.99e-06,7.87e-06,5.2e-07,40,113,7,35.371358,89.33834806,7.879913144,-0.48247742,-1.224454154,0.310505138,4.88e-05,0.424954071,0.574997146,"ENSG00000188001",285386
"TPRG1L","1",5,3541636,3545167,819,6.62e-06,1.26e-05,6.96e-07,48,74,5,42.5830618,83.240104,8.22874072,-0.51461808,0.495366745,1.11495216,0.002845285,0.803826308,0.193328407,"ENSG00000158109",127262
"TPRKB","2",4,73957069,73961696,528,1.61e-06,3.83e-06,3.07e-07,23,55,3,19.17656411,43.34953832,4.896531775,-0.541275506,-0.865500425,0.848995754,0.020618027,0.748409743,0.230972231,"ENSG00000144034",51002
"TPRX1","19",2,48305031,48306790,1236,6.11e-06,1.3e-05,5.54e-07,67,139,5,56.65957032,120.2647964,5.471791635,-0.851630891,-0.835613664,0.199790644,0.000613268,0.485833234,0.513553498,"ENSG00000178928",284355
"TPSAB1","16",5,1290939,1292241,828,6.82e-06,1.21e-05,7.73e-07,27,37,7,44.68603471,77.59869797,7.783180012,1.640189099,2.254246387,0.278081919,4.56e-05,0.412314059,0.587640291,"ENSG00000172236",7177
"TPSB2","16",6,1278649,1279952,825,6.7e-06,1.21e-05,9.79e-07,15,40,10,25.95983487,50.53286146,6.899548025,1.333528665,0.724729367,-1.169241912,2.35e-08,0.041529899,0.958470078,"ENSG00000197253",64499
"TPSD1","16",5,1306281,1308377,729,6.01e-06,9.9e-06,6.11e-07,69,149,11,62.8499778,102.8902838,8.445912305,-0.480920649,-2.223420233,-0.870567044,8.52e-09,0.044000544,0.955999447,"ENSG00000095917",23430
"TPSG1","16",6,1271787,1275252,966,6.94e-06,1.35e-05,5.67e-07,106,219,8,67.36615848,130.3976457,7.473557954,-2.918074757,-3.795134293,-0.190755267,4.09e-06,0.215746169,0.784249741,"ENSG00000116176",25823
"TPST1","7",4,65705412,65821829,1113,3.49e-06,1.04e-05,8.73e-07,46,105,5,41.20653619,119.5241333,11.51376509,-0.462930162,0.649797426,1.901573402,0.011481102,0.949393478,0.03912542,"ENSG00000169902",8460
"TPTE","21",21,10906904,10973733,1656,6.3e-06,1.58e-05,2.28e-06,133,394,42,80.03733404,187.0169315,34.54924626,-3.670058838,-7.403053686,-1.255655792,5.11e-31,2.42e-06,0.99999758,"ENSG00000274391",105379278
"TPTE2","13",20,19997201,20077374,1569,5.64e-06,1.4e-05,2.09e-06,50,142,17,69.00335204,159.2290346,30.51371537,1.418223046,0.667829177,2.423354271,3.69e-08,0.98450594,0.015494023,"ENSG00000132958",93492
"TRABD2A","2",6,85049040,85108163,1371,6.67e-06,1.71e-05,1.12e-06,75,160,14,68.17661776,174.1486921,13.84496973,-0.512308183,0.524412259,-0.041272443,7.94e-10,0.076608436,0.923391563,"ENSG00000186854",105374836
"TRAF1","9",7,123667297,123688353,1251,6.28e-06,1.36e-05,7.82e-07,63,143,4,70.82984816,150.9122689,11.44648536,0.576759476,0.3150336,2.180243193,0.056744289,0.924957598,0.018298113,"ENSG00000056558",7185
"TRAF3IP1","2",17,239229303,239307560,2076,9.88e-06,2.22e-05,2.04e-06,96,213,11,92.73301549,206.9882039,26.39685672,-0.210319152,-0.204384593,2.968558815,0.000159262,0.998428634,0.001412104,"ENSG00000204104",26146
"TRAF3IP2","6",8,111880607,111913289,1698,7.01e-06,1.63e-05,1.48e-06,75,150,10,82.37313323,187.1394823,19.88425356,0.503626489,1.327913437,2.19573003,7.11e-05,0.978762258,0.021166646,"ENSG00000056972",10758
"TRAF3IP3","1",15,209933384,209955493,1656,5.68e-06,1.41e-05,1.92e-06,54,165,14,67.43451301,157.416492,26.94564384,1.014215316,-0.295638526,2.470410189,1.38e-06,0.989497509,0.010501115,"ENSG00000009790",80342
"TRAF5","1",10,211526581,211546044,1674,5.54e-06,1.49e-05,1.32e-06,64,179,11,66.37283668,171.4348052,18.86619739,0.180560484,-0.282609919,1.793958178,8.83e-06,0.925326372,0.074664799,"ENSG00000082512",7188
"TRAFD1","12",11,112568326,112590595,1749,5.99e-06,1.56e-05,1.42e-06,67,194,11,72.508771,181.0090903,20.6831443,0.401059506,-0.472286469,2.109103212,1.83e-05,0.970465578,0.029516153,"ENSG00000135148",10906
"TRAK1","3",16,42132961,42265229,2862,1.7e-05,3.55e-05,2.1e-06,202,362,12,195.069325,399.404225,29.48055998,-0.307632428,0.915441326,3.18916559,9.71e-05,0.999320129,0.000582779,"ENSG00000182606",22906
"TRAK2","2",15,202245265,202285230,2745,8.98e-06,2.42e-05,2.78e-06,111,295,21,107.0871284,278.4710524,37.49653774,-0.234411906,-0.484473863,2.66862116,6.92e-10,0.99200846,0.007991539,"ENSG00000115993",66008
"TRAM1L1","4",1,118005439,118006549,1110,4.71e-06,1.07e-05,4.67e-07,56,111,3,53.82854,121.8125354,5.71256296,-0.183482646,0.479177757,1.12422705,0.030231447,0.808735445,0.161033107,"ENSG00000174599",133022
"TRANK1","3",23,36869765,36986300,8778,3.54e-05,8.49e-05,5.74e-06,377,762,24,322.9915832,773.6615933,48.27751112,-1.863009933,0.205068563,3.461157643,2.79e-10,0.999751705,0.000248295,"ENSG00000168016",9881
"TRAP1","16",18,3708129,3767509,2115,1.35e-05,2.89e-05,2.12e-06,182,385,27,137.2294724,287.1919982,28.85419027,-2.369286811,-2.82295976,0.34193191,1.62e-17,0.011661163,0.988338837,"ENSG00000126602",10131
"TRAPPC11","4",29,184585020,184633797,3402,1.2e-05,2.91e-05,3.32e-06,160,333,16,145.8833889,338.4002127,49.16365944,-0.724563679,0.143585632,4.685220795,0.000208772,0.999790902,3.26e-07,"ENSG00000168538",60684
"TRAPPC12","2",11,3391394,3483232,2208,1.99e-05,3.29e-05,1.56e-06,132,287,16,188.8243685,315.0729037,20.09898258,2.563629513,0.773567511,0.905688236,1.34e-09,0.33827347,0.661726528,"ENSG00000171853",51112
"TRAPPC2L","16",5,88923558,88927367,423,2.96e-06,5.61e-06,5.18e-07,43,67,7,32.75243314,61.09471522,7.425661514,-1.110065382,-0.369534619,0.154734257,3.55e-05,0.366706264,0.633258217,"ENSG00000167515",51693
"TRAPPC4","11",5,118889505,118894109,660,3.35e-06,7.2e-06,7.45e-07,51,61,6,39.55876096,82.8550535,10.41068134,-1.127719764,1.174380332,1.35411568,0.001323696,0.86022398,0.138452324,"ENSG00000196655",51399
"TRAPPC6A","19",6,45666449,45681476,522,3.78e-06,6.96e-06,3.92e-07,30,76,5,37.31794898,67.49171769,5.689643745,0.74264276,-0.50656237,0.286399297,0.000705278,0.515006128,0.484288594,"ENSG00000007255",79090
"TRAPPC6B","14",6,39619553,39639299,477,2.2e-06,4.51e-06,6.12e-07,32,47,4,26.14821884,50.75401151,8.955757025,-0.709441039,0.257736968,1.640395317,0.021980278,0.909478044,0.068541678,"ENSG00000182400",122553
"TRAPPC9","8",23,140743303,141468663,3741,2.34e-05,4.83e-05,3.06e-06,236,414,16,239.7218654,487.9077554,39.56369893,0.149025398,1.636582179,3.710947082,5.76e-06,0.999937759,5.65e-05,"ENSG00000167632",83696
"TRDMT1","10",11,17191038,17243633,1176,4.54e-06,1.05e-05,1.17e-06,51,140,11,44.64655719,102.8068556,15.35182235,-0.589473651,-1.794186852,1.100223512,1.67e-06,0.65246986,0.347528468,"ENSG00000107614",1787
"TRDN","6",41,123539745,123957920,2190,6.31e-06,1.64e-05,3.13e-06,59,165,20,55.44404376,124.7309154,29.99696111,-0.296059415,-1.763605035,1.808085871,1.82e-10,0.82694144,0.17305856,"ENSG00000186439",10345
"TREH","11",16,118528998,118550336,1749,7.91e-06,1.77e-05,1.84e-06,87,184,21,66.24212428,146.1669044,20.34449078,-1.581121826,-1.530607614,-0.143961075,1.4e-14,0.012257295,0.987742705,"ENSG00000118094",11181
"TREM1","6",4,41243862,41254393,705,2.73e-06,6.36e-06,5.38e-07,34,80,6,32.616536,73.6967001,7.76884621,-0.150174827,-0.35913723,0.628639235,0.000343966,0.600401942,0.399254092,"ENSG00000124731",54210
"TREM2","6",5,41126501,41130820,693,3.25e-06,7.15e-06,4.4e-07,33,83,10,38.26416561,81.56810124,6.902603784,0.527573799,-0.077547705,-1.167830754,2.35e-08,0.041595266,0.958404711,"ENSG00000095970",54209
"TREML1","6",6,41117341,41122026,936,4.09e-06,8.4e-06,5.75e-07,49,112,8,48.25792199,96.49901648,8.648584697,-0.066224072,-0.77181662,0.218466015,1e-05,0.340818061,0.659171914,"ENSG00000161911",340205
"TREML2","6",5,41160164,41168746,966,3.6e-06,8.65e-06,6.59e-07,43,87,10,39.00953544,91.62006109,8.853440203,-0.39608375,0.236085214,-0.381707242,1.29e-07,0.110103457,0.889896414,"ENSG00000112195",79865
"TREML4","6",5,41196165,41204320,603,2.16e-06,4.83e-06,4.65e-07,31,70,7,25.99744839,55.48523995,7.089257031,-0.608240768,-0.953097999,0.033207157,2.78e-05,0.325851733,0.674120437,"ENSG00000188056",285852
"TREX1","3",1,48507889,48508999,1110,5.16e-06,1.13e-05,3.56e-07,74,161,2,58.90589,128.9085316,4.45671473,-1.219207406,-1.382501739,1.152755042,0.093340719,0.76773312,0.138926161,"ENSG00000213689",11277
"TRH","3",2,129694659,129696059,729,3.75e-06,9.43e-06,5.93e-07,42,112,4,39.96191914,100.9940195,7.286087536,-0.19986995,-0.53567098,1.205928503,0.010806915,0.834946658,0.154246427,"ENSG00000170893",7200
"TRHDE","12",19,72666558,73056975,3075,1.64e-05,3.3e-05,2.8e-06,135,226,10,183.5758604,364.7123313,38.87122847,2.222606231,3.552681024,4.587128124,0.080996509,0.91900275,7.42e-07,"ENSG00000072657",29953
"TRIB3","20",3,368654,377334,1077,6.6e-06,1.53e-05,9.79e-07,72,173,14,76.06369,174.0692646,12.3461936,0.288855987,0.039641945,-0.466238174,2.12e-10,0.035771081,0.964228918,"ENSG00000101255",57761
"TRIM10","6",7,30121745,30128635,1446,6.33e-06,1.58e-05,1.09e-06,86,196,10,74.51218589,181.9333183,15.2021359,-0.825036357,-0.510096866,1.321658003,9.95e-06,0.789101467,0.210888583,"ENSG00000204613",10107
"TRIM14","9",6,100849751,100881470,1329,1.19e-05,2.31e-05,9.07e-07,77,134,5,105.7329798,202.840765,11.21572974,1.732308149,2.36420247,1.838518664,0.010213118,0.944125491,0.045661391,"ENSG00000106785",9830
"TRIM15","6",7,30131461,30140126,1398,9.47e-06,1.73e-05,9.63e-07,59,133,15,93.92306601,170.9121392,12.48865925,2.233962042,1.418429967,-0.703942921,2.18e-11,0.01820452,0.98179548,"ENSG00000204610",89870
"TRIM16","17",6,15531928,15554923,1695,8.17e-06,1.72e-05,9.85e-07,48,145,8,92.64052357,191.1873807,12.79573756,2.875267446,1.633843353,1.328043877,0.000114779,0.827315603,0.172569619,"ENSG00000221926",10626
"TRIM16L","17",4,18630870,18638773,1047,5.07e-06,1.08e-05,5.86e-07,34,76,4,59.107769,123.6012714,8.31209934,2.02458208,2.094226987,1.481573063,0.016879392,0.888510717,0.094609891,"ENSG00000291110",147166
