"gene","chr","n_exons","cds_start","cds_end","bp","mu_syn","mu_mis","mu_lof","n_syn","n_mis","n_lof","exp_syn","exp_mis","exp_lof","syn_z","mis_z","lof_z","pLI","pRec","pNull","ensembl_gene_id","entrezgene_id"
"RPL15","3",3,23959350,23960992,615,2.25e-06,8.58e-06,7.64e-07,14,17,0,25.63864893,93.91150855,9.529256372,1.424965931,3.881936274,3.05787121,0.956294174,0.043594865,0.000110962,"ENSG00000174748",6138
"RPL18A","19",5,17970765,17974072,531,3.19e-06,8.62e-06,8.58e-07,25,43,0,32.52901629,86.56121185,10.02879536,0.81837514,2.290101664,3.13699754,0.963491173,0.036437903,7.09e-05,"ENSG00000105640",6142
"RPL19","17",6,37356597,37360901,591,2.08e-06,8.39e-06,7.93e-07,34,40,0,25.61572029,96.04023566,11.01105405,-1.02697987,2.796982851,3.28703297,0.974448375,0.025522311,2.93e-05,"ENSG00000108298",6143
"RPL21","13",5,27827913,27830662,483,1.36e-06,4.46e-06,5.87e-07,20,18,0,15.414586,45.30962326,7.83555699,-0.724038369,1.984435167,2.772838848,0.920443069,0.079057268,0.000499663,"ENSG00000122026",6144
"RPL23","17",5,37006384,37009963,423,1.83e-06,4.98e-06,5.62e-07,23,24,0,22.69178799,58.17519881,8.269316342,-0.040110847,2.191586524,2.848554198,0.93162443,0.068034921,0.000340649,"ENSG00000125691",9349
"RPL26","17",3,8280881,8285628,438,1.6e-06,5.15e-06,5.66e-07,26,26,0,19.345627,59.63365,7.67496056,-0.937918189,2.130319506,2.744275962,0.915888681,0.083535797,0.000575521,"ENSG00000161970",6154
"RPL3","22",10,39708944,39715602,1212,5.16e-06,1.45e-05,1.02e-06,69,96,0,59.66684344,161.0984475,15.05101731,-0.749051384,2.508656172,3.84302013,0.994251971,0.005747275,7.54e-07,"ENSG00000100316",6122
"RPL35A","3",4,197677838,197682644,333,1.2e-06,3.61e-06,5.25e-07,22,23,0,15.3120552,42.5864665,7.62371824,-1.059558775,1.468036381,2.735099339,0.914385546,0.085012419,0.000602035,"ENSG00000182899",6165
"RPL4","15",10,66791744,66797128,1284,4.68e-06,1.45e-05,1.5e-06,69,141,0,56.6536409,167.0099703,20.62457929,-1.01689126,0.98443166,4.498650452,0.999281604,0.000718392,4.73e-09,"ENSG00000174444",6124
"RPL5","1",8,93297671,93307422,894,2.82e-06,8.99e-06,1.09e-06,31,71,0,34.54019413,102.5005801,15.30090388,0.373433851,1.521850819,3.874790098,0.994762229,0.00523717,6.01e-07,"ENSG00000122406",6125
"RPL6","12",6,112843027,112846460,867,3.59e-06,8.8e-06,9.81e-07,33,51,0,41.71444706,98.76582834,13.13253164,0.836462035,2.350879877,3.589747433,0.988288271,0.011707425,4.3e-06,"ENSG00000089009",6128
"RPL7","8",6,74203278,74205847,747,2.57e-06,7.22e-06,1.05e-06,29,52,0,30.39377126,81.05644816,13.88998528,0.156728608,1.578575203,3.6918212,0.991153032,0.008844804,2.16e-06,"ENSG00000147604",6129
"RPL7A","9",8,136215098,136218221,801,3.83e-06,9.45e-06,7.88e-07,53,69,0,44.01178936,104.2039837,11.60045308,-0.839920403,1.686810069,3.373860418,0.979405409,0.020577369,1.72e-05,"ENSG00000148303",6130
"RPL8","8",5,146015188,146017514,774,5.15e-06,1.3e-05,5.58e-07,59,69,0,58.56572986,144.6097949,8.314197711,-0.035179326,3.075358047,2.856274051,0.932693413,0.06697921,0.000327377,"ENSG00000161016",6132
"RPL9","4",6,39456162,39460059,579,2.11e-06,6.04e-06,4.92e-07,31,37,0,25.29030219,68.71225258,7.764485122,-0.703859036,1.871226986,2.760234759,0.918456438,0.081011629,0.000531934,"ENSG00000163682",6133
"RPLP0","12",7,120634575,120638586,954,4.1e-06,9.52e-06,8.18e-07,43,64,0,47.7601086,107.6961566,11.50753754,0.427005819,2.05949113,3.360322342,0.978691783,0.021289487,1.87e-05,"ENSG00000089157",6175
"RPRD2","1",11,150337190,150445810,4386,1.69e-05,4.07e-05,2.53e-06,187,385,0,185.8069784,444.2788169,29.86471626,-0.054257385,1.375587002,5.413385017,0.999977311,2.27e-05,1.04e-12,"ENSG00000163125",23248
"RPS10","6",5,34385282,34392998,498,2.16e-06,6.48e-06,6.6e-07,24,28,0,24.6628771,68.99963149,8.96155362,0.082748949,2.41419873,2.96538684,0.946462998,0.053352802,0.000184201,"ENSG00000124614",6204
"RPS11","19",5,49999713,50002892,477,2.47e-06,6.45e-06,4.85e-07,32,37,0,30.092784,75.1714114,7.5887247,-0.215535664,2.153417811,2.728815043,0.913344861,0.086034309,0.000620829,"ENSG00000142534",6205
"RPS13","11",6,17095979,17099188,456,1.95e-06,5.37e-06,6.99e-07,26,25,0,22.93578041,59.61342919,9.790078606,-0.396654756,2.192749344,3.099436842,0.960207217,0.039704931,8.79e-05,"ENSG00000110700",6207
"RPS18","6",6,33239896,33244243,459,1.66e-06,6.07e-06,7.09e-07,21,10,0,20.44744239,68.28423792,9.918906458,-0.07575468,3.449906862,3.119762835,0.962013321,0.037908409,7.83e-05,"ENSG00000231500",6222
"RPS19","19",5,42364844,42375445,438,2.6e-06,5.8e-06,5.18e-07,43,33,0,31.569209,67.8011337,7.9667511,-1.261228771,2.067242133,2.795955884,0.9239928,0.075562115,0.000445085,"ENSG00000105372",6223
"RPS3","11",6,75110591,75115909,780,2.97e-06,7.94e-06,6.25e-07,45,27,0,36.186734,92.5291706,9.59969771,-0.908263523,3.332052293,3.069152571,0.957385986,0.042509831,0.000104183,"ENSG00000149273",6188
"RPS5","19",5,58899504,58906117,615,3.32e-06,8.8e-06,4.81e-07,41,29,0,38.22898552,99.20417992,7.265797631,-0.277837658,3.447580884,2.670123522,0.903178121,0.095997979,0.0008239,"ENSG00000083845",6193
"RPS6KA3","X",22,20173515,20284750,2223,7.51e-06,1.99e-05,2.56e-06,42,30,0,56.74786914,147.1561852,26.05546765,1.213679373,4.723810339,5.056373524,0.999905699,9.43e-05,3.36e-11,"ENSG00000177189",6197
"RPS6KA4","11",17,64126707,64138952,2319,2.01e-05,3.84e-05,2.15e-06,131,170,1,173.5510395,336.1085781,25.87063524,2.002376499,4.431683686,4.843653112,0.99947454,0.00052546,4.46e-10,"ENSG00000162302",8986
"RPS6KA5","14",17,91338417,91526778,2409,1.02e-05,2.3e-05,1.94e-06,113,202,1,115.5803371,257.274097,28.47854413,0.14879137,1.685543765,5.100638378,0.999801807,0.000198193,4.15e-11,"ENSG00000100784",9252
"RPS6KB1","17",15,57970545,58024149,1578,5.24e-06,1.46e-05,2.01e-06,57,60,2,62.02528062,162.9804122,27.01920719,0.395571822,3.945511903,4.767897775,0.99822324,0.001776758,1.76e-09,"ENSG00000108443",6198
"RPS7","2",6,3623199,3628472,585,3.23e-06,7.44e-06,4.58e-07,34,29,0,37.66489639,84.35526316,7.386109322,0.370205763,2.947944277,2.692139431,0.907087093,0.092171341,0.000741566,"ENSG00000171863",6201
"RPS8","1",6,45241268,45244357,627,3.05e-06,8.24e-06,7.76e-07,36,29,0,34.301473,88.18088105,10.15522982,-0.179790321,3.082553596,3.156709192,0.965122842,0.034813843,6.33e-05,"ENSG00000142937",6202
"RPTOR","17",34,78519429,78938130,4008,3e-05,5.69e-05,3.81e-06,284,303,1,327.0726517,605.5704153,53.55745336,1.476486233,6.013961073,7.114002717,0.999999983,1.67e-08,4.96e-21,"ENSG00000141564",57521
"RREB1","6",10,7182144,7249201,5229,3.82e-05,6.98e-05,2.37e-06,426,733,0,397.9392292,730.3693131,28.93933119,-0.872049614,-0.04761201,5.328855317,0.999967928,3.21e-05,2.43e-12,"ENSG00000124782",6239
"RRM1","11",19,4116242,4159613,2379,7.88e-06,2.13e-05,2.42e-06,99,120,0,93.81753111,240.8258474,33.80574764,-0.331699092,3.808242886,5.759502626,0.999994804,5.2e-06,2.88e-14,"ENSG00000167325",6240
"RRM2","2",10,10262745,10269513,1350,7.38e-06,1.58e-05,1.07e-06,65,88,1,67.48988604,148.5067234,14.82220615,0.187892857,2.428549401,3.556399924,0.968270921,0.031718915,1.02e-05,"ENSG00000171848",6241
"RSF1","11",16,77377961,77531760,4326,1.53e-05,3.99e-05,3.68e-06,171,391,0,160.589195,429.5019324,46.99630875,-0.509302004,0.908690644,6.790809895,0.999999963,3.74e-08,1.74e-19,"ENSG00000048649",51773
"RSL24D1","15",6,55474349,55489088,492,1.77e-06,5.44e-06,6.15e-07,20,56,0,21.99418912,62.36281977,8.98509271,0.263610076,0.3940971,2.969278825,0.946909507,0.052910115,0.000180378,"ENSG00000137876",51187
"RSPRY1","16",14,57238570,57272887,1731,6.34e-06,1.58e-05,1.6e-06,70,98,0,76.86851053,183.4039707,23.76591286,0.485666053,3.084539017,4.829107986,0.999778005,0.000221995,2.7e-10,"ENSG00000159579",89970
"RSRC2","12",10,122990073,123011400,1305,3.78e-06,1.22e-05,1.73e-06,57,96,2,46.62048849,141.832709,23.29233495,-0.94240564,1.882364244,4.370252418,0.992877361,0.007122586,5.22e-08,"ENSG00000111011",65117
"RTF1","15",18,41709313,41772885,2133,9.36e-06,2.38e-05,2.37e-06,68,69,3,74.11672375,198.4398723,28.00556614,0.440463527,4.49438348,4.680628776,0.993637764,0.006362228,8.01e-09,"ENSG00000137815",23168
"RTN1","14",9,60063462,60337348,2331,1.63e-05,2.9e-05,1.15e-06,122,238,1,136.3755674,250.2085989,14.15251032,0.763145037,0.377512387,3.463232265,0.959599486,0.040381974,1.85e-05,"ENSG00000139970",6252
"RTN4RL2","11",3,57228338,57244384,1263,1.16e-05,2.13e-05,1.03e-06,73,82,0,115.350668,210.7319779,11.16149066,2.444556024,4.337482559,3.309411564,0.975814588,0.024159816,2.56e-05,"ENSG00000186907",349667
"RUFY3","4",18,71588290,71672376,1863,6.21e-06,1.6e-05,2.08e-06,69,137,4,75.02892447,182.4489003,29.45199626,0.431493854,1.645770264,4.645731907,0.980976379,0.019023598,2.38e-08,"ENSG00000018189",22902
"RUNDC3A","17",11,42386200,42395606,1341,9.72e-06,1.97e-05,9.74e-07,37,57,0,63.3576586,135.828711,9.798937514,2.052847792,3.308301108,3.100838858,0.960334019,0.039578823,8.72e-05,"ENSG00000108309",10900
"RUNX1T1","8",11,92972469,93107695,1848,9.81e-06,2.19e-05,1.5e-06,109,132,0,103.4002028,225.8724333,20.08677645,-0.341398275,3.055081513,4.439610342,0.999121688,0.000878304,7.71e-09,"ENSG00000079102",862
"RUNX2","6",8,45296463,45515042,1566,9.43e-06,1.94e-05,1.22e-06,94,140,0,107.805359,217.0315598,15.9975494,0.824286499,2.557548595,3.962017879,0.995958899,0.004040782,3.19e-07,"ENSG00000124813",860
"RUSC1","1",9,155291564,155300362,2709,1.58e-05,3.31e-05,1.69e-06,118,253,3,176.0999752,365.4397611,22.34117378,2.714225366,2.876925309,4.053400903,0.949429118,0.050569549,1.33e-06,"ENSG00000160753",23623
"RUSC2","9",11,35546518,35561379,4551,1.93e-05,4.81e-05,3.09e-06,241,536,2,218.3725809,538.2057452,38.68448215,-0.949259704,0.046503834,5.842566639,0.99997732,2.27e-05,4.27e-14,"ENSG00000198853",9853
"RUVBL1","3",11,127800092,127842567,1371,6.28e-06,1.39e-05,1.33e-06,67,77,0,74.27513725,159.6601681,19.4788033,0.523322105,3.199739316,4.371905763,0.99889769,0.001102296,1.34e-08,"ENSG00000175792",8607
"RUVBL2","19",15,49497168,49519099,1392,1.02e-05,2.21e-05,1.26e-06,108,114,0,118.9610954,249.3741759,20.05164046,0.623018752,4.193016711,4.435725294,0.99911008,0.000889912,7.96e-09,"ENSG00000183207",10856
"RXRA","9",10,137218477,137328460,1389,9.97e-06,1.97e-05,8.9e-07,112,114,1,111.3387839,217.4888359,13.21666315,-0.038847141,3.432348334,3.328752254,0.943607123,0.056350112,4.28e-05,"ENSG00000186350",6256
"RXRB","6",10,33162458,33168253,1614,8.13e-06,2.02e-05,1.41e-06,51,87,0,78.55285115,194.9542233,17.38871642,1.927236545,3.781722798,4.13069853,0.997594351,0.002405559,8.99e-08,"ENSG00000204231",6257
"RXRG","1",10,165370499,165414130,1392,5.58e-06,1.44e-05,1.2e-06,73,116,2,64.45951763,159.8550895,17.31053726,-0.659459691,1.696575839,3.645229228,0.937024402,0.062964144,1.15e-05,"ENSG00000143171",6258
"RYR2","1",105,237205821,237995947,14904,6.07e-05,0.000146887,1.34e-05,691,1080,27,642.807954,1491.564234,164.5493859,-1.178375767,5.212342855,10.6218528,0.999999934,6.56e-08,1.25e-37,"ENSG00000198626",6262
"RYR3","15",104,33603246,34157427,14613,6.33e-05,0.000147612,1.29e-05,780,1475,27,681.4021298,1535.353313,165.0308778,-2.341614159,0.753375062,10.64347087,0.999999945,5.48e-08,8.09e-38,"ENSG00000198838",6263
"S100PBP","1",5,33291700,33321639,1227,4.79e-06,1.1e-05,9.97e-07,67,139,1,56.422228,126.7340388,13.39408635,-0.873008523,-0.532933371,3.354654018,0.947039389,0.052924096,3.65e-05,"ENSG00000116497",64766
"SAE1","19",9,47634187,47712508,1041,4.26e-06,1.05e-05,9.64e-07,50,101,0,44.292658,104.3442755,13.29034331,-0.531639606,0.160135387,3.611251528,0.988952422,0.011043848,3.73e-06,"ENSG00000142230",10055
"SAFB","19",21,5623216,5668302,2754,1.76e-05,4.05e-05,2.63e-06,149,213,2,147.6203383,356.0730305,31.6493468,-0.070398134,3.708553983,5.220624219,0.999685074,0.000314926,2.59e-11,"ENSG00000160633",6294
"SAFB2","19",21,5587253,5622726,2862,1.95e-05,4.4e-05,2.58e-06,137,312,2,156.8302792,363.3463239,30.89520775,0.981666077,1.317544357,5.149558225,0.999582501,0.000417499,5.16e-11,"ENSG00000130254",9667
"SALL1","16",3,51171022,51185152,3975,2.15e-05,4.25e-05,1.67e-06,228,457,1,242.9979158,478.3979069,19.66518276,0.596456339,0.478512166,4.169393609,0.994674178,0.005325695,1.27e-07,"ENSG00000103449",6299
"SALL4","20",4,50400803,50418947,3162,1.91e-05,3.71e-05,1.75e-06,221,349,0,216.2265911,418.6390016,21.30073601,-0.201243929,1.66475032,4.571798055,0.999442034,0.000557963,2.55e-09,"ENSG00000101115",57167
"SAMD4A","14",12,55034634,55255662,2157,1.24e-05,2.64e-05,1.88e-06,123,199,1,135.1069749,286.1151967,24.98272471,0.645724282,2.519068039,4.753005225,0.999267732,0.000732267,1e-09,"ENSG00000020577",23034
"SAMD4B","19",12,39847533,39874167,2085,1.1e-05,2.51e-05,1.73e-06,116,158,1,121.8269763,270.3469132,23.15664677,0.327282436,3.342080151,4.560955995,0.998551353,0.001448641,5.28e-09,"ENSG00000179134",55095
"SAP130","2",21,128699579,128784737,3252,1.46e-05,3.45e-05,2.65e-06,164,251,4,162.7494119,373.797602,36.42488294,-0.060772653,3.106619513,5.321928114,0.998572964,0.001427036,4.22e-11,"ENSG00000136715",79595
"SARNP","12",11,56151295,56211485,633,2.03e-06,5.31e-06,8.43e-07,27,46,0,26.47908787,61.73826811,13.32025709,-0.062756764,0.979707014,3.615314174,0.989074046,0.010922323,3.63e-06,"ENSG00000205323",84324
"SART1","11",20,65729251,65746501,2403,1.72e-05,3.72e-05,2.66e-06,159,218,4,161.2678762,342.732707,31.99224208,0.110713198,3.295482682,4.902357855,0.99255633,0.007443667,2.38e-09,"ENSG00000175467",9092
"SART3","12",19,108917233,108954930,2892,1.49e-05,3.21e-05,2.92e-06,150,344,6,174.1148294,366.7783494,40.52049656,1.132961842,0.581749334,5.371918047,0.991709385,0.008290615,1.27e-10,"ENSG00000075856",9733
"SATB2","2",10,200136933,200320760,2202,1.14e-05,2.51e-05,1.62e-06,129,105,0,120.7309351,262.1683782,21.95447898,-0.466550297,4.747790111,4.641424287,0.999563007,0.000436992,1.41e-09,"ENSG00000119042",23314
"SBNO1","12",31,123780454,123834988,4182,1.49e-05,3.73e-05,4.08e-06,208,289,2,178.9012628,427.7402013,58.03764194,-1.3487029,3.281170114,7.286427608,0.999999984,1.63e-08,9.42e-22,"ENSG00000139697",55206
"SCAF1","19",10,50148283,50161656,3939,3.16e-05,6.53e-05,2.23e-06,208,337,1,261.6212638,542.5096079,23.63315211,2.05518198,4.31563639,4.611837056,0.998787539,0.001212458,3.42e-09,"ENSG00000126461",58506
"SCAF11","12",14,46315830,46357950,4392,1.28e-05,3.54e-05,3.13e-06,164,471,4,148.8821099,401.2766042,40.43640804,-0.768103309,-1.70244523,5.675955184,0.999681331,0.000318669,1.09e-12,"ENSG00000139218",9169
"SCAF4","21",20,33043711,33104005,3444,1.3e-05,3.45e-05,3.38e-06,161,326,1,154.2459154,394.6851362,45.78156584,-0.337139897,1.691039089,6.556071076,0.999999693,3.07e-07,5.92e-18,"ENSG00000156304",57466
"SCAF8","6",20,155055034,155154529,3816,1.3e-05,3.5e-05,3.59e-06,188,366,0,154.922828,402.4836515,48.55749723,-1.64748149,0.889490211,6.902681777,0.999999979,2.09e-08,4.2e-20,"ENSG00000213079",22828
"SCAI","9",19,127715085,127905716,1890,6.67e-06,1.81e-05,2.52e-06,91,112,3,77.83409839,197.6288239,34.54437638,-0.925156129,2.979279153,5.31646494,0.999445289,0.000554711,2.09e-11,"ENSG00000173611",286205
"SCFD1","14",25,31091544,31204815,1929,6.17e-06,1.59e-05,2.35e-06,80,146,5,75.36099334,180.2595236,36.06915084,-0.331284788,1.248097204,5.124495141,0.991579194,0.008420806,6.51e-10,"ENSG00000092108",23256
"SCHIP1","3",7,159557973,159614563,735,2.42e-06,5.9e-06,6.8e-07,28,51,0,27.43542106,65.11267604,9.549003542,-0.066821939,0.855447054,3.061038067,0.956602926,0.043288055,0.000109018,"ENSG00000151967",29970
"SCML1","X",7,17762306,17771512,990,4.7e-06,1.01e-05,8.68e-07,25,36,0,38.15370221,78.99065882,9.076519828,1.320167561,2.365934251,2.984347404,0.948610392,0.051223347,0.000166261,"ENSG00000047634",6322
"SCML2","X",14,18259370,18352191,2103,7.1e-06,1.84e-05,1.76e-06,47,95,0,59.51215278,146.5651648,18.53885088,1.005491961,2.083328347,4.265118365,0.998434048,0.00156592,3.16e-08,"ENSG00000102098",10389
"SCN1A","2",26,166847754,166930131,6030,2.16e-05,5.52e-05,5.09e-06,237,341,2,252.2353227,628.2373552,67.55034832,0.59469945,5.605258163,7.900432895,1,4.65e-10,1.62e-25,"ENSG00000144285",6323
"SCN2A","2",26,166152333,166246334,6018,2.06e-05,5.46e-05,4.5e-06,240,283,2,239.5618171,617.5540702,60.04789353,-0.017551453,6.584840843,7.420399378,0.999999992,7.69e-09,1.51e-22,"ENSG00000136531",6326
"SCN3A","2",26,165946659,166032904,6003,2e-05,5.29e-05,4.37e-06,262,381,2,237.4661642,609.2733595,60.24001835,-0.986991343,4.523407001,7.433077323,0.999999993,7.15e-09,1.27e-22,"ENSG00000153253",6328
"SCN5A","3",27,38591811,38674798,6051,3.29e-05,7.23e-05,4.4e-06,368,632,9,359.3270083,775.8894458,55.54445123,-0.283644203,2.52665149,6.186389383,0.995747527,0.004252473,2.05e-13,"ENSG00000183873",6331
"SCN8A","12",26,52056601,52201213,5943,2.42e-05,6.06e-05,4.24e-06,270,246,4,263.8053038,646.5663592,54.41541469,-0.236443822,7.705209454,6.770053016,0.99999829,1.71e-06,3.22e-18,"ENSG00000196876",6334
"SCRIB","8",37,144873332,144897542,4968,3.73e-05,7.4e-05,3.51e-06,452,676,8,329.0137742,635.7605063,42.84174609,-4.203381471,-0.780588654,5.272979134,0.913273181,0.086726818,1.78e-09,"ENSG00000180900",23513
"SCUBE1","22",22,43600002,43739267,2967,2.16e-05,4.13e-05,2.71e-06,202,328,6,221.6610241,420.5589852,36.2875148,0.818672825,2.207606548,4.9805202,0.960878306,0.039121688,5.81e-09,"ENSG00000159307",80274
"SCUBE3","6",22,35182195,35216482,2982,1.47e-05,3.55e-05,2.75e-06,137,280,2,167.7191592,397.5826331,39.56878808,1.470509948,2.884335957,5.916168258,0.999983707,1.63e-05,1.91e-14,"ENSG00000146197",222663
"SCYL2","12",17,100676748,100732950,2790,8.15e-06,2.17e-05,2.07e-06,97,242,5,98.48995414,250.8656912,30.3112184,0.093073311,0.273784498,4.554084588,0.931828671,0.068171213,1.16e-07,"ENSG00000136021",55681
"SEC24B","4",24,110355025,110460831,3807,1.53e-05,3.42e-05,3.04e-06,163,365,4,154.6904357,355.3085994,42.78229194,-0.414188355,-0.25147807,5.873421251,0.999867447,0.000132553,1.29e-13,"ENSG00000138802",10427
"SEC24C","10",22,75506590,75530853,3285,1.26e-05,3.25e-05,2.57e-06,171,331,1,148.6097642,368.5062649,37.17738698,-1.138632835,0.955648638,5.877430304,0.99999234,7.66e-06,1.5e-14,"ENSG00000176986",9632
"SEC61A1","3",12,127771395,127788505,1431,6.83e-06,1.49e-05,1.36e-06,83,59,1,82.25334465,173.8219969,20.18318099,-0.051038225,4.259799751,4.229758222,0.995608072,0.004391849,7.91e-08,"ENSG00000058262",29927
"SEC61A2","10",12,12171786,12206453,1431,5.93e-06,1.33e-05,1.58e-06,61,76,3,71.45166637,154.6081235,22.37551009,0.766529578,3.092200273,4.057480328,0.950042172,0.049956535,1.29e-06,"ENSG00000065665",55176
"SEC62","3",8,169684610,169710851,1200,3.48e-06,9.7e-06,1.06e-06,41,76,1,40.82230636,106.9026912,14.73541257,-0.017241049,1.461902985,3.544461918,0.967257863,0.032731148,1.1e-05,"ENSG00000008952",7095
"SEMA3A","7",17,83590686,83823902,2316,8.31e-06,2.18e-05,2.53e-06,102,223,5,99.20173759,250.0213503,35.21180432,-0.174171818,0.835864143,5.043385748,0.988432782,0.011567216,1.42e-09,"ENSG00000075213",10371
"SEMA3F","3",18,50197055,50225548,2358,1.56e-05,3.53e-05,2.63e-06,159,273,2,173.6080195,379.761274,35.23812804,0.687314391,2.679630577,5.546510311,0.9999177,8.23e-05,9.87e-13,"ENSG00000001617",6405
"SEMA4C","2",14,97526362,97533623,2502,1.44e-05,3.16e-05,1.81e-06,152,245,1,161.5508795,347.7005296,25.3985732,0.465842439,2.693930469,4.795672361,0.999373139,0.00062686,6.86e-10,"ENSG00000168758",54910
"SEMA4D","9",14,91993618,92020371,2589,1.58e-05,3.01e-05,1.74e-06,165,308,2,178.536052,336.1012769,24.72861976,0.628029533,0.749735004,4.52754591,0.995825192,0.004174794,1.41e-08,"ENSG00000187764",10507
"SEMA6A","5",18,115782308,115840640,3093,1.6e-05,3.39e-05,1.93e-06,186,351,1,176.954075,365.6357834,26.2648381,-0.421571179,0.374376486,4.883361019,0.999546537,0.000453463,3.12e-10,"ENSG00000092421",57556
"SEMA6D","15",18,48051995,48063982,3222,1.31e-05,3.14e-05,2.49e-06,142,326,3,153.8861204,357.880609,34.66616523,0.594003677,0.824278306,5.32760763,0.999469976,0.000530024,1.87e-11,"ENSG00000137872",80031
"SENP1","12",17,48439104,48495255,1935,6.01e-06,1.66e-05,2.38e-06,78,134,3,65.26082374,170.8338817,28.11744902,-0.977607785,1.378405936,4.692207574,0.993896902,0.00610309,7.24e-09,"ENSG00000079387",29843
"SENP2","3",17,185304201,185347632,1770,5.8e-06,1.61e-05,2.21e-06,73,143,3,71.55193864,186.7475309,31.55445499,-0.106126854,1.565821938,5.035391685,0.998304834,0.001695165,3.17e-10,"ENSG00000163904",59343
"SENP3","17",11,7466393,7474801,1725,6.91e-06,1.99e-05,1.91e-06,71,118,1,65.88658045,180.2023455,20.43108559,-0.390537224,2.266432012,4.258346813,0.99599542,0.004004517,6.31e-08,"ENSG00000161956",26168
"SENP5","3",9,196612052,196657794,2268,7.73e-06,1.9e-05,1.51e-06,90,179,1,90.8888191,217.8619858,20.61540304,0.057797366,1.287807271,4.279480075,0.996261183,0.003738764,5.34e-08,"ENSG00000119231",205564
"SENP6","6",24,76312240,76425310,3339,1.08e-05,2.88e-05,3.57e-06,120,339,5,121.7351355,313.9368282,47.38776129,0.09749135,-0.691881732,6.099539607,0.999876822,0.000123178,2.18e-14,"ENSG00000112701",26054
"SENP7","3",24,101044786,101231974,3153,1.03e-05,2.62e-05,3.5e-06,108,266,8,123.021046,297.2446944,48.17857107,0.839573491,0.886412257,5.733993634,0.987260725,0.012739275,1.49e-11,"ENSG00000138468",57337
"SEPHS1","10",8,13361141,13386950,1179,6.72e-06,1.31e-05,8.22e-07,76,56,0,75.340821,145.490676,11.6754204,-0.047080203,3.628914515,3.384744951,0.979964055,0.020019851,1.61e-05,"ENSG00000086475",22929
"SERBP1","1",8,67878889,67895983,1227,6.38e-06,1.63e-05,1.93e-06,61,94,0,75.1049187,187.3027803,25.05893068,1.008987839,3.334563609,4.958735623,0.999863114,0.000136886,8.32e-11,"ENSG00000142864",26135
"SERPINC1","1",7,173873026,173886397,1395,5.56e-06,1.39e-05,1.03e-06,64,130,0,65.921635,160.281648,14.62419569,0.146725391,1.169912705,3.788137651,0.993263587,0.006735301,1.11e-06,"ENSG00000117601",462
"SERPING1","11",7,57365743,57382054,1503,5.96e-06,1.35e-05,7.3e-07,73,134,0,68.84977294,154.2275555,10.84344251,-0.310077586,0.796672384,3.261919457,0.972837399,0.027128508,3.41e-05,"ENSG00000149131",710
"SERPINI1","3",8,167506916,167543111,1233,3.51e-06,9.44e-06,8.19e-07,41,121,1,43.140893,110.2903882,12.63673453,0.202068778,-0.498793527,3.242674908,0.930874238,0.069054208,7.16e-05,"ENSG00000163536",5274
"SESN3","11",10,94906418,94964024,1479,4.88e-06,1.43e-05,1.37e-06,51,97,1,57.50544988,162.6517936,19.48078743,0.531829335,2.517872065,4.147695927,0.994296083,0.005703767,1.5e-07,"ENSG00000149212",143686
"SESTD1","2",17,179974625,180056568,2091,7.07e-06,1.78e-05,2.16e-06,76,135,4,85.54201591,204.7132147,30.96624751,0.639587634,2.383189374,4.800272889,0.989112553,0.010887441,6.04e-09,"ENSG00000187231",91404
"SET","9",8,131446174,131456943,873,3.43e-06,7.65e-06,7.08e-07,37,20,0,34.77356562,75.1981676,10.01919287,-0.234063575,3.113418567,3.135494181,0.96336428,0.036564183,7.15e-05,"ENSG00000119335",6418
"SETBP1","18",5,42281311,42643663,4791,2.34e-05,5.05e-05,2.45e-06,260,458,2,254.1087333,548.8406333,28.56601299,-0.229113567,1.896589641,4.923696365,0.999002929,0.00099707,4.3e-10,"ENSG00000152217",26040
"SETD1A","16",18,30970052,30995344,5124,3.2e-05,6.97e-05,3.43e-06,399,573,2,339.4184077,734.3086678,43.48339125,-2.004905559,2.911621269,6.231638326,0.999996231,3.77e-06,5.4e-16,"ENSG00000099381",9739
"SETD2","3",21,47058582,47205414,7695,2.46e-05,6.59e-05,6.13e-06,300,555,10,283.1629263,750.1347272,77.08117168,-0.620295461,3.484827853,7.568611199,0.999992944,7.06e-06,6.99e-21,"ENSG00000181555",29072
"SETD5","3",21,9470622,9517775,4329,1.51e-05,4.13e-05,3.93e-06,186,444,2,167.6468686,442.4265328,49.24896135,-0.878741534,-0.03659002,6.669348547,0.999999564,4.36e-07,2.82e-18,"ENSG00000168137",55209
"SETDB1","1",21,150900190,150936840,3876,1.41e-05,3.91e-05,3.51e-06,181,263,3,167.3521852,448.8655443,48.23483027,-0.654028176,4.290986441,6.451820763,0.999996684,3.32e-06,8e-17,"ENSG00000143379",9869
"SEZ6L","22",17,26565635,26776261,3075,1.89e-05,3.52e-05,2.28e-06,196,311,5,197.4947147,367.7391791,30.18754305,0.065936469,1.447203823,4.541105828,0.928831047,0.071168823,1.3e-07,"ENSG00000100095",23544
"SF1","11",13,64532925,64545864,2022,1.39e-05,2.77e-05,1.42e-06,112,99,0,83.73516229,215.6193118,19.37713457,-1.9148822,3.88457094,4.36048121,0.998855017,0.001144968,1.47e-08,"ENSG00000168066",7536
