gene_id,C9_CTL_A,C9_ENU_A,C9_CTL_B,C9_ENU_B,C9_CTL_C,C9_ENU_C,C1_CTL_A,C1_CTL_B,C1_CTL_C
ENSG00000019186,0,0,0,0,0,0,0,0,0
ENSG00000019485,23,32,32,12,48,51,1.58,1.23,1.07
ENSG00000019505,0,0,0,0,0,0,0,0,0
ENSG00000019549,971,760,1167,912,887,1001,34.21,24.66,38.81
ENSG00000019582,14,9,15,5,5,14,2.12,5.11,2.33
ENSG00000019991,7725,5777,8972,6282,6721,11469,265.25,265.48,55.58
ENSG00000019995,1528.58,1266.99,1867.68,1443.66,1113.07,1633.96,14.5,13.72,9.08
ENSG00000020129,573,540,615,488,618,695,14.26,12.09,14.12
ENSG00000020181,6343.25,4683.75,6964.63,4540.58,4567.67,5985.31,39.93,54.37,65.02
ENSG00000020219,0,0,0,0,0,0,0,0,0
ENSG00000020256,258,244,306,283,268,315,8.65,9.4,10.7
ENSG00000020426,453,370,554,336,503,635,36.86,33.43,39.14
ENSG00000020577,2522,2032,3292,2135,1422,2128,15.67,18.03,23.85
ENSG00000020633,64,59,72,51,37,91,1.89,0.87,1.14
ENSG00000020922,216,153,188,152,229,359,8.39,4.66,9.62
ENSG00000021300,11,8,12,7,5,6,0.68,0.37,0.06
ENSG00000021355,961,809,1464,1051,654,917,40.2,37.31,26.41
ENSG00000021461,0,0,0,0,0,0,0,0,0
ENSG00000021488,0,2,0,0,0,0,0,0.15,0
ENSG00000021574,384,274,380,288,310,403,4.24,3.78,3.79
ENSG00000021645,43,79,66,71,434,401,1.09,0.67,6.11
ENSG00000021762,1300,1113,1711,1229,899,1238,45.6,32.34,41.74
ENSG00000021776,600,501,789,572,653,1071,9.46,6.41,9.82
ENSG00000021826,250,241,365,262,252,387,3.79,2.53,4.49
ENSG00000021852,0,0,0,0,0,0,0,0,0
ENSG00000022267,2508,1760,3090,2248,1375,2123,142.9,127.34,53.9
ENSG00000022277,1878,1669,2580,1990,1998,2490,89.34,91.91,96.13
ENSG00000022355,0,0,0,0,0,0,0,0,0
ENSG00000022556,0,0,0,0,0,0,0,0,0.05
ENSG00000022567,78,78,88,70,146,165,3.08,1.99,1.74
ENSG00000022840,2758,2397,3443,2393,2118,2783,86.85,64.94,78.04
ENSG00000022976,186,128,191,112,195,216,2.86,3.76,3.89
ENSG00000023041,267,239,291,216,280,417,11.9,11.5,14.68
ENSG00000023171,271,202,363,260,112,157,1.4,1.64,3.6
ENSG00000023191,3333,2850,4611,3019,2776,3337,124.89,158.89,173.42
ENSG00000023228,1317,1075,1696,1074,1413.34,2046,36.6,32.89,45.73
ENSG00000023287,3223,2370,3627,2933,2037,2753,34.4,34.85,22.87
ENSG00000023318,863,756,952,753,851,1205,7.81,7.52,5.79
ENSG00000023330,800,619,1207,871,570,737,28.39,25.77,23.58
ENSG00000023445,347,207,490,229,66,124,1.47,2.35,3.37
ENSG00000023516,952,821,1021,786,1137,1477,4.44,4.02,3.63
ENSG00000023572,83,49,85,44,146,162,13.32,10.34,13.39
ENSG00000023608,220.26,154.29,246.31,214.46,227.65,288.15,5.08,5.02,4.01
ENSG00000023697,471,405,615,348,541,696,19.28,20.98,31.55
ENSG00000023734,1593,1242,1940,1160,1727,2119,68.78,63.73,88.14
ENSG00000023839,0,3,1,1,4,3,0.02,0.02,0.04
ENSG00000023892,40,36,69,43,18,33,0.45,0.57,1.89
ENSG00000023902,1527,1206,2150,1668,1384,1817,94.84,87.75,97.98
ENSG00000023909,435,346,410,235,619,768,16.71,6.41,8.12
ENSG00000024048,1013,833,1321,1025,860,1205,8.64,6.13,5.45
ENSG00000024422,13823,10830,16216,11226,14422,17430,298.27,329.13,261.8
ENSG00000024526,145,177,224,114,212,487,7.35,4.74,7.76
ENSG00000024862,73,67,92,82,131,152,3.34,2.97,3.79
ENSG00000025039,0,0,0,0,1,0,0,0,0.01
ENSG00000025156,242,216,342,220,191,296,8.86,6.73,7.7
ENSG00000025293,1570,1181,2051,1432,1012,1449,16.01,21.33,24.59
ENSG00000025423,37,16,78,19,129,180,4.38,4.54,3.16
ENSG00000025434,110,112,165,131,122,142,15.25,16.02,6.78
ENSG00000025708,134,120.83,185,122.79,72,123,14.29,22.18,9.31
ENSG00000025770,395,353,562,322,355,411,22.53,23.74,26.96
ENSG00000025772,481,395,535,388,471,555,8.54,10.84,18.01
ENSG00000025796,1905.97,1564.97,1963.97,1541.97,2475.38,3502.22,40.77,34.55,38.54
ENSG00000025800,2380,1882,2956,2112,1858,2177,29.7,20.44,29.58
ENSG00000026025,103559,88507.02,149871.84,132612.32,70450.91,90693.78,3799.86,4427.66,4785.62
ENSG00000026036,161.31,87,184.86,79.04,172.37,207.18,1.38,1.13,3.14
ENSG00000026103,572.75,482.01,787.35,591.52,543.18,737,12.54,12.46,13.53
ENSG00000026297,275,215,314,232,236,261,10.56,12.57,16.35
ENSG00000026508,25640,23657,30220,23409,27631,37347,784.62,1036.44,807.85
ENSG00000026559,246.33,202.92,240.2,138,350.98,471.99,10.74,13.3,29.76
ENSG00000026652,201,159,216,134,180,284,5.05,5.32,5.09
ENSG00000026751,14,10,14,46,0,0,0,0,0
ENSG00000026950,524,373,685,562,390,519,10.03,10.2,8.52
ENSG00000027001,314,251,284,259,390,489,10.6,20.29,9.27
ENSG00000027075,16,14,9,17,13,17,1.01,1.84,0.47
ENSG00000027644,0,0,0,0,0,1,0,0,0
ENSG00000027697,470,393,694,488,465,645,17.89,13.42,16.85
ENSG00000027847,967,770,958,781,630,633,29.3,36.62,35.01
ENSG00000027869,0,1,1,1,2,1,0,0.15,0.17
ENSG00000028116,435.12,298.11,522.95,397.93,290.51,385.06,17.35,12.35,11.17
ENSG00000028137,633,447,742,587,323,342,16.35,11.95,10.9
ENSG00000028203,1612,1263,1943,1474,1413,1870,40.13,34.27,34.13
ENSG00000028277,171,145,118,48,55,60,1.4,0.8,2.68
ENSG00000028310,710,572,914,707,721.78,894,21.77,26.26,34.55
ENSG00000028528,1543,1208,1951,1259,1382,1991,35.97,32.83,36.09
ENSG00000028839,206.58,185.4,253.99,210.23,255.46,292.22,18.73,23.74,19.99
ENSG00000029153,1482,1134,2211,1569,607,955,17.44,20.41,23.8
ENSG00000029363,1614,1225,1621,1033,2599,3438,24.7,25.63,50.92
ENSG00000029364,1449,1150,1820,1423,1059,1447,23.36,23.22,18.55
ENSG00000029534,33,56,70,53,22,32,0.09,0.04,0.36
ENSG00000029559,0,0,0,0,0,0,0,0,0
ENSG00000029639,115,96,174,111,171,181,7.57,7.55,12.17
ENSG00000029725,1228.58,893,1398.48,970,1014.21,1387.09,14.98,14.24,18.32
ENSG00000029993,166,132,198,119,323,457,15.78,24.04,43.37
ENSG00000030066,751,620,960,667,725,1007,13.73,12.04,10.05
ENSG00000030110,293,238,305,197,266,297,8.05,8.63,15.06
ENSG00000030304,5,11,18,13,13,12,2.02,1.59,0.04
ENSG00000030419,161,145,170,141,96,140,1.56,0.91,1.89
ENSG00000030582,6837,6109,8112,6627,4387,5606,228.18,248.8,196.07
ENSG00000031003,263.45,232,290.47,235,305.39,460.63,4.19,3.4,5.69
ENSG00000031081,294,286,244,174,356,487,4.62,5.44,5.05
ENSG00000031544,19,4,19,8,14,12,0.86,0.4,0.21
ENSG00000031691,66,52,67,52,35,66,2.49,2.11,2.45
ENSG00000031698,2568,2097,2879,2028,4185,5419,90.7,111.56,131.4
ENSG00000031823,989,856,1426,900,1054,1247,60.18,42.68,65.34
ENSG00000032219,396,335,542,358,305,467,6.58,5.66,4.35
ENSG00000032389,320,241,365,223,290,367,11.27,13.7,15.57
ENSG00000032444,3300.72,2610.05,4623.16,3487,1992.1,2461.28,83.96,91.57,76.96
ENSG00000032742,103,78,113,64,170,277,4.08,3.58,2.83
ENSG00000033011,269.9,254.97,322.93,209.29,401.52,553.46,18.57,14.55,17.76
ENSG00000033030,331,240,419,321,306,427,8.19,9.41,7.45
ENSG00000033050,827,755,1099,701,1129,1548,20.76,19.32,27.52
ENSG00000033100,4512,3748,5135,3860,2868,3357,47.22,66.73,59.21
ENSG00000033122,0,1,2,0,1,4,0.05,0,0.02
ENSG00000033170,749,583,941,554,574,808,15.47,14.11,15.68
ENSG00000033178,898,742,1020,795,834,1084,24.16,31.91,31.16
ENSG00000033327,433,350,474,497,276,383,8.94,4.3,5.02
ENSG00000033627,541,404,624,456,511,716,9.15,7.35,11.15
ENSG00000033800,472,322,550,369,307,388,12.35,8.73,14.32
ENSG00000033867,1703,1202,1822,1353,1155,1639,18.02,16.79,13.14
ENSG00000034053,1018,771,1216,770,478,712,11.81,16.14,14.26
ENSG00000034063,387,332,405,164,480,1029,10.62,13.63,40.17
ENSG00000034152,970,806,1138,792,734,840,20.51,22.23,54.92
ENSG00000034239,1,0,0,1,1,2,0.07,0,0
ENSG00000034510,5689,5410,6285,5145,7416,7433,1543.81,1862.67,1686.84
ENSG00000034533,84,62,112.17,82.12,41.03,90,2.98,2.7,2.92
ENSG00000034677,803,645,1024,650,631.88,908,12.73,11.95,14.27
ENSG00000034693,108,86,135,91,123,185,4.35,2.63,5.11
ENSG00000034713,961,859,1236,939,709,855,87.83,77.96,71.84
ENSG00000034971,0,0,0,1,0,1,0,0,0
ENSG00000035115,250,222,291,231,337.32,389.6,18.71,18.1,7.97
ENSG00000035141,328,289,420,263,433,548,13.12,15.31,17.56
ENSG00000035403,13590,10282,16320,9353,15917,22944,159.61,162.71,209.51
ENSG00000035499,25,21,31,13,32,54,2.01,1.59,3.09
ENSG00000035664,0,0,0,0,3,4,0,0.2,0.22
ENSG00000035681,692,483,828,547,690,925,18.82,13.97,16.81
ENSG00000035687,640,510,713,512,997,1222,16.88,16.59,15.75
ENSG00000035720,0,0,0,0,0,0,0,0,0
ENSG00000035862,19991.49,16847.65,26570.03,19790.56,17246.74,24680.6,257.88,242.05,417.27
ENSG00000035928,1087,914,1506,1130,801,1193,16.66,13.01,19.98
ENSG00000036054,1493,1020,1696,1514,1210,1550,24.11,22.69,24.98
ENSG00000036257,2072,1487,2798,1903,1537,2005,31.61,30.36,36.01
ENSG00000036448,0,0,0,0,5,6,0,0,0.08
ENSG00000036473,0,0,0,0,0,0,0,0,0
ENSG00000036530,4,5,5,3,4,17,0.03,0.04,0.1
ENSG00000036549,974,717,1111,896,713,1031,23.2,19.77,15.96
ENSG00000036565,0,0,0,0,0,0,0,0,0
ENSG00000036672,6,18.55,15,20,5,7.05,0.22,0.13,0.49
ENSG00000036828,0,0,0,0,0,0,0,0,0
ENSG00000037042,238,187,294,248,169,212,7.86,8.68,8.42
ENSG00000037241,236,208,292,237,341,292,30.81,30.4,46.65
ENSG00000037280,1,2,1,3,0,3,0.06,0.01,0
ENSG00000037474,760,638,787,528,1066,1347,16.88,18.06,31.96
ENSG00000037637,477,355,435,295,419,456,11.43,9.7,12.47
ENSG00000037749,845,659,1055,658,630,1011,22.11,17.39,14.82
ENSG00000037757,533.7,374.71,683,451.53,437,566.41,21.64,25.35,24.39
ENSG00000037897,71,41,63,47,98,128.65,6.54,5.38,9.29
ENSG00000037965,0,0,0,0,19,6,0.08,0.06,0.24
ENSG00000038002,263,231,267,202,346,368,9.57,7.83,17
ENSG00000038210,401,331,517,361,321,445,10.53,7.16,10.87
ENSG00000038219,1036,906,1319,1094,1199,1675,7.24,5.12,8.75
ENSG00000038274,1115,877,1375,993,1052,1380,47.96,38.52,43.42
ENSG00000038295,0,0,0,0,0,0,0.04,0,0
ENSG00000038358,1292.65,1034.51,1497.98,1012.27,1188.15,1458.49,24.5,24.07,29.14
ENSG00000038382,15146,11984,19616,13386,11484,15982,104.6,99.14,116.76
ENSG00000038427,2708,2529,2596,1633,6469,8633,54.07,27.52,79.02
ENSG00000038532,796,633,939,645,596,825,12.52,9.19,14.43
ENSG00000038945,35,54,61,83,16,13,0.88,1.22,0.18
ENSG00000039068,5,6,5,2,0,0,0,0,0.01
ENSG00000039123,1021.11,796.18,1252.17,866.84,1041.58,1522.68,29.5,33.75,35.72
ENSG00000039139,850,669,1010,660,737,1240,6.82,4.53,5.44
ENSG00000039319,879,662,885,572,844,1240,11.12,10.42,8.72
ENSG00000039523,1587,1277,1922,1371,1280,1674,25.16,23.21,40.34
ENSG00000039537,37,48,32,32,2,11,0.31,0.07,0
ENSG00000039560,11435,8903,12613,8316,8889,12149,163.22,168.37,161.28
ENSG00000039600,0,0,0,0,1,0,0,0.07,0.02
ENSG00000039650,340,213,307,234,299,364,10.04,15.03,19.47
ENSG00000039987,0,0,0,0,0,0,0,0,0
ENSG00000040199,338,268,446,224,220,403.39,2.83,4.52,4.33
ENSG00000040275,186,172,246,147,245,431,10.06,7.14,15.27
ENSG00000040341,594,504.5,778.46,568,516,789.81,30.05,21.47,13.25
ENSG00000040487,263,133,297,259,170,214,10.39,10.74,10.37
ENSG00000040531,249,254,411,284,193,227,7.04,8.8,5.28
ENSG00000040608,3,4,2,6,5,3,0.22,0.04,1.04
ENSG00000040633,560,495,638,428,593,716,38.75,33.31,36.73
ENSG00000040731,1,0,0,0,1,0,0,0,0
ENSG00000040933,485,415,563,332,476,569,5.26,4.63,7.09
ENSG00000041353,10,3,12,7,19,20,0.06,0.07,0.05
ENSG00000041357,1214,848,1424,820,1671,2065,94.47,96.28,135.93
ENSG00000041515,1,2,17,12,0,3,0.01,0.02,0.02
ENSG00000041802,279,191,263,193,449,607,9.32,9.43,13.42
ENSG00000041880,450,380,733,531,404,497,12.52,16.49,12.18
ENSG00000041982,5303,3006,4210,1103,18330,19342,231.92,164.92,87.72
ENSG00000041988,263.54,245.2,293.01,217.96,166.38,192.8,16.1,12.58,19.34
ENSG00000042062,487,358,688,478,98,195,11.14,15.53,2.39
ENSG00000042088,258,254,330,193,214,323,12.28,11.8,21.51
ENSG00000042286,289,223,360,243,476,575,6.88,9.56,6.72
ENSG00000042304,0,0,0,0,0,0,0,0,0
ENSG00000042317,668,486,902,718,410,557,30.47,28.32,8.5
ENSG00000042429,479,403,563,432,479,680,16.52,23.33,17.68
ENSG00000042445,724,659,1013,884,799,1144.99,17.65,17.67,18.04
ENSG00000042493,1073,936,1772,1243,618,830,60.05,99.36,94.37
ENSG00000042753,1575,1292,1784,1275,1701,1919,183.72,234.06,272.5
ENSG00000042781,3,3,3,0,3,6,0.01,0,0.03
ENSG00000042813,0,0,0,0,0,0,0,0,0
ENSG00000042832,24,31,33,30,26,27,0.09,0.94,0.28
ENSG00000042980,19,10,7,1,2,4,0.37,0.63,0.7
ENSG00000043039,0,0,0,0,0,0,0,0,0
ENSG00000043093,467,352,553,390,444,605,24,12.04,16.42
ENSG00000043143,512,474,660,463,397,529,7.69,9.62,10.41
ENSG00000043355,0,0,0,0,0,0,0,0,0
ENSG00000043462,0,0,0,0,0,0,0,0,0
ENSG00000043514,213,207,280,170,276,342,9.94,10.22,12.13
ENSG00000043591,0,0,0,0,0,0,0,0,0
ENSG00000044012,0,0,0,0,0,0,0,0,0
ENSG00000044090,2788,2427,3557,3298,1804,2320.98,35.58,31.25,25.56
ENSG00000044115,8582,6705,11239,7297,9509,13131,179.78,168.96,230.79
ENSG00000044446,276,263,348,231,310,367,3.25,2.59,11.62
ENSG00000044459,272,220,324,276,307,388,4.72,3.5,3.79
ENSG00000044524,0,0,0,0,0,0,0,0.01,0.02
ENSG00000044574,11079,9679,9956,6321,14246,18733,117.99,148.95,149.86
ENSG00000046604,33,51,28,25,17,32,4.2,3.32,1.59
ENSG00000046647,197,158,235,180,197,213,13.13,8.75,8.64
ENSG00000046651,384,347,541,388,271,471,9.91,7.33,6.79
ENSG00000046653,1,2,1,2,17,25,0.6,0.16,0.12
ENSG00000046774,0,0,0,0,1,0,0,0,0
ENSG00000046889,0,0,1,1,0,1,0,0.02,0
ENSG00000047056,423,373,521,444,396,419,8.9,5.28,8.25
ENSG00000047188,776,605,1045,700,790,1075,11.31,10.12,9.65
ENSG00000047230,381,360,478,359,222,412,6.31,5.81,7.26
ENSG00000047249,631,509,862,525,644,835,23.37,27.13,28.36
ENSG00000047315,2162.15,1734.04,2687.32,1795.38,2339.68,3149.05,41.1,36.22,41.9
ENSG00000047346,229,250,356,272,234,342,4.01,3.75,6.1
ENSG00000047365,0,0,0,0,0,1,0.13,0.02,0.41
ENSG00000047410,1978,1745,2378,1823,2249,3192,35.33,24.27,32.67
ENSG00000047457,0,0,0,0,2,4,0.33,0.66,0
ENSG00000047578,364,306,400,263,388,513,6.21,5.47,9.11
ENSG00000047579,119,145,194,100,158,182,7.95,10.59,13.5
ENSG00000047597,0,2,1,0,0,1,0,0.02,0.04
ENSG00000047617,32,20,35,33,0,4,0.11,0.08,0
ENSG00000047621,166,133,182,87,220,295,8.34,5.98,8.63
ENSG00000047634,316,226,400,308,191,257,7.17,6.67,4.05
ENSG00000047644,1619,1301,1778,1325,919,1319,9.48,12.65,17.19
ENSG00000047648,116,102,167,110,104,134,5.71,4.12,2.38
ENSG00000047662,70,64.71,74.43,50.12,49,87.26,0.39,0.46,0.63
ENSG00000047849,15582,12497,20481,14521,15432,20406,156.73,162.94,199.31
ENSG00000047932,998,836,1171,879,1263,1444,15.31,11.62,13.34
ENSG00000047936,0,0,0,0,0,0,0,0,0
ENSG00000048028,364,239,487,304,351,452,9.7,9.3,10.71
ENSG00000048052,145,116,217,155,43,52,1.16,0.93,2.37
ENSG00000048140,1032,799,1206,824,1000,1242,19.26,27.43,39.56
ENSG00000048162,82.49,67.21,91.35,64.54,176.62,211.21,6.35,6.85,12.32
ENSG00000048342,297,220,312,213,478,524,9.19,5.15,7.23
ENSG00000048392,1665,1375,1897,1444,780,937,11.46,13.47,13.43
ENSG00000048405,247,243,369,212,247,331,7.13,6.25,6.19
ENSG00000048462,0,0,0,0,0,0,0,0,0
ENSG00000048471,1020,778,1335,863,624,838,8.23,6.29,6.52
ENSG00000048540,0,0,0,2,2,0,0,0,0.17
ENSG00000048544,454,357,511,400,538,648,10.98,11.83,14.6
ENSG00000048545,18,9,19,16,0,0,2.26,3.65,2.14
ENSG00000048649,1314,1018,1460,1088,1089,1472.96,20.67,16.13,18.41
ENSG00000048707,1242,1137,1636,1258,1154,1575,6.09,5.47,4.66
ENSG00000048740,253,223,169,137,191,267,4.59,3.23,1.81
ENSG00000048828,3955.79,2984.92,4675.83,3540.89,2941.81,3949.67,47.58,50.23,59.91
ENSG00000048991,525,387,630,363,460,636,9.95,9.17,11.52
ENSG00000049089,92,59,111,51,30,17,3.52,3.21,4.16
ENSG00000049130,348,283,251,225,409,586,17.06,11.69,10.85
ENSG00000049167,91.59,95,129.96,89.7,95,149.25,4.46,4.93,5.68
ENSG00000049192,1142,908,1365,807,1068,1332,15.76,12.81,16
ENSG00000049239,5042,4456,6724,4835,2830,3825,32.24,35.78,36.77
ENSG00000049245,2099,1840,2563,1995,1639,1972,60.22,55.48,50.94
ENSG00000049246,355,303,479,397,187,275,2.83,2.94,3.69
ENSG00000049247,0,0,0,0,0,0,0,0,0
ENSG00000049249,0,0,4,0,0,2,0,0.04,0.13
ENSG00000049283,0,0,0,0,1,1,0,0,0
ENSG00000049319,0,0,0,0,0,0,0,0,0
ENSG00000049323,26473,23563,27312,21418,20111,28112,273.22,212.99,167.72
ENSG00000049449,11384,9645,13429,11786,9209,13284,268.88,247.27,197.45
ENSG00000049540,153,75,93,31,394.96,334,14.49,8.82,173.32
ENSG00000049541,161,130,142,143,181,287,14.22,11.45,24.13
ENSG00000049618,1272,1044,1490,1135,1049,1233,12.84,10.9,11.67
ENSG00000049656,1619,1440,1961,1429,1263,1732,65.37,57.18,91.76
ENSG00000049759,168,168.58,226,161,259,237,7.91,4.44,9.81
ENSG00000049768,1,0,0,2,4,1,0,0,0
ENSG00000049769,154,141,181,112,67,92,5.05,6.84,1.65
ENSG00000049860,2546.79,2302,3173,3008,2125,3084.94,64.83,66.79,81.1
ENSG00000049883,100,87,87,88,98,162,2.75,2.75,3.65
ENSG00000050030,0,0,0,0,0,0,0,0,0
ENSG00000050130,900,750,1074,923.96,775,1138,47.52,39.74,39.62
ENSG00000050165,16983,12929,20850,15483,10626,15787,413.13,387.68,511.18
ENSG00000050327,3,0,2,1,1,0,0.29,0.42,0.2
ENSG00000050344,1811,1448,2465,1682,686,1013,18.07,21.06,26.25
ENSG00000050393,381,310,406,228,290,378,5.26,6.81,11.87
ENSG00000050405,4948,4326,6575,5661,4205,5861,102.39,71.03,99.42
ENSG00000050426,716,567,811,791,378,595,33.85,36.48,12.65
ENSG00000050438,15,28.11,26,25,55,57,0.74,1.92,2.46
ENSG00000050555,0,0,0,0,0,0,0.06,0,0
ENSG00000050628,0,2,0,1,0,0,0,0,0
ENSG00000050730,3,1,4,1,0,1,0,0.08,0.2
ENSG00000050748,892,629,1189,815,619,846,21.9,16.82,16.29
ENSG00000050767,0,0,1,0,1,0,0,0,0
ENSG00000050820,3202,2664,3703,2509,2099,2733,53.85,65.86,95.57
ENSG00000051009,347,244,381,319,344,404,6.68,12.63,12.81
ENSG00000051108,1489,1205,1560,1200,1530,2150,57.6,59.21,52.92
ENSG00000051128,740,698.98,979,637,741.24,865,43.29,61.85,66.28
ENSG00000051180,63,59,86,51,86,134,7.97,6.95,11.36
ENSG00000051341,41,49,49,20,43,116,0.44,0.49,1.01
ENSG00000051382,840,612,1174,876,387,673,10.99,13.57,10.73
ENSG00000051523,1006,1000,1374,959,1150,1392,103.25,160.66,98.77
ENSG00000051596,309,212,341,263,185,259,20.82,20.97,31.33
ENSG00000051620,860,643,1076,837,650,783,32.76,48.84,44.04
ENSG00000051825,175,102,194,142,183,258,7.05,7.32,8.03
ENSG00000052126,876,676,1247,931,697,992,23.08,19.69,9.93
ENSG00000052344,1,0,0,0,1.13,2,0,0,0
ENSG00000052723,561,492,650,426,505,647,20.12,19.01,23.57
ENSG00000052749,524,502,584,504,337,482,6.39,5.78,10.41
ENSG00000052795,426,358,581,434,275,479,3.55,3.29,4.4
ENSG00000052802,1236,906,2130,1262,1159,1504,24.13,24.52,33.8
ENSG00000052841,2355,1672,2498,1872,1593,2319,58.42,43.35,29.19
ENSG00000052850,2,0,1,1,1,0,0,0.02,0
ENSG00000053108,0,0,0,0,1,0,0.29,0.09,0
ENSG00000053254,2747,2176,3313,2253,2161,2513,33.29,29.83,32.8
ENSG00000053328,0,0,0,0,0,1,0,0,0
ENSG00000053371,784,603,890,769,505,546,38.05,48.71,44.09
ENSG00000053372,260,199,280,150,390,478,5.37,7.61,12.92
ENSG00000053438,202,167,228,96,16,33,19.95,24.27,8.32
ENSG00000053501,177,143,227,153,156,197,21.28,20.68,22.09
ENSG00000053524,0,0,0,0,1,1.44,0,0,0
ENSG00000053702,8,8,10,11,13,15,0.18,0.24,0.61
ENSG00000053747,102,69,169,83,380,439,0.91,0.45,0.34
ENSG00000053770,360,248,396,278,348,401,10.25,8.22,12.02
ENSG00000053900,276,191,293,207,317,506,8.77,6.12,9.95
ENSG00000053918,0,0,0,4,0,0,0,0,0
ENSG00000054116,779,630,956,639,772,881,36.36,42.17,60.74
ENSG00000054118,2393,1903,2938,2000,2627,3518,39.53,34.58,52.27
ENSG00000054148,1432,1106,1727,1171,1113,1118,98.14,147.81,137.82
ENSG00000054179,0,0,0,0,0,0,0,0,0
ENSG00000054219,0,0,0,0,0,1.17,0,0.01,0.01
ENSG00000054267,1034.41,759.61,1221.07,911.89,854.34,1149.29,12.81,9.39,11.3
ENSG00000054277,2317.57,2045.62,2705.45,2143.21,1025.56,1401.27,55,55.75,40.48
ENSG00000054282,268,193,259,188,300,412,11.28,7.19,8.64
ENSG00000054356,236,179,121,104,562,469,19.52,7.98,7.52
ENSG00000054392,26,30,24,2,28,32,0.8,0.38,2.08
ENSG00000054523,1454,1146.34,1633,1242,1283.33,1702,10.92,9.29,13.47
ENSG00000054598,244,205,247,216,534,536,5.09,4.76,4.1
ENSG00000054611,649,573,899,614,580,685,20.6,23.47,20.28
ENSG00000054654,98,129,143,115,171,304,2.15,1.33,2.66
ENSG00000054690,1,3,0,1,1,7.02,0.01,0,0.03
ENSG00000054793,1092,1006,1727,1516,892,1489,7.56,7.14,11.23
ENSG00000054796,0,0,0,0,0,0,0,0,0
ENSG00000054803,0,0,0,0,0,0,0,0,0
ENSG00000054938,551,604,221,160,466,418,45.07,31.06,0.98
ENSG00000054965,1403,1281,1644,1259,1094,1457,19.77,17.18,17.14
ENSG00000054967,79.44,66,63.46,40,82,104,1.75,1.86,4.52
ENSG00000054983,910,845,1040,723,591,962,19.07,15.51,10.1
ENSG00000055044,517,405,498,281,738,962,35.88,32.07,52.66
ENSG00000055070,3690,2781,4601.63,2849,2870.85,3657.69,87.2,97.63,135.22
ENSG00000055118,91,42,25,11,155,163,3.76,4.84,0.7
ENSG00000055130,1530,1144,1998,1413,1603,2022,34.45,27.32,35.57
ENSG00000055147,380,280,442,288,421,570,8.07,7.56,10.62
ENSG00000055163,105,68,131,72,73,71,0.85,1.33,4.79
ENSG00000055208,1810,1412,2319,1886,1247,1738,37.05,31.72,28.37
ENSG00000055211,1057,946,1188,1128,777,1085,23.02,23.89,18.71
ENSG00000055332,1393,1138,1711.97,1245,1107,1492,13.49,11.76,16.19
ENSG00000055483,717,580,738,621,676,848,18.48,12.05,16.42
ENSG00000055609,1315,1094,1504,1177,843,1210,6.6,6.59,8.08
ENSG00000055732,0,2,0,0,1,0,0,0,0
ENSG00000055813,1,0,0,0,4.09,10.99,0.03,0.02,0.24
ENSG00000055917,1864,1450,2239,1624,1326,1835,28.4,22.63,21.05
ENSG00000055950,902,710,1056.07,836,699,756.35,77.03,86.76,78.18
ENSG00000055955,4,0,5,5,1.74,0.39,0,0,0.06
ENSG00000055957,0,0,0,0,0,0,0,0,0
ENSG00000056050,150,139,219,130,253,288,20.26,22.52,25.21
ENSG00000056097,1836,1515,1982,1446,1769,2351,42.41,38.75,42.7
ENSG00000056277,57,48,118,69,81,93,1.5,0.83,1.11
ENSG00000056291,0,0,0,0,0,1,0,0,0
ENSG00000056487,0,0,0,0,0,0,0,0,0
ENSG00000056558,101,89,195,82,87,99,0.58,1.03,3.12
ENSG00000056586,1404,1037,1585,1028,1074,1486,19.49,14.45,15.98
ENSG00000056661,745.31,572.4,900.69,646.38,492.45,612.17,32.45,30.32,24.12
ENSG00000056736,4,12,5,3,8,14,0.14,0.47,0.18
ENSG00000056972,233,225,285,265,188,197,13.67,10.33,7.52
ENSG00000056998,419,363,657,414,507,633,14.82,13.81,11.3
ENSG00000057019,3323,2910,3237,2315,2587,3446,33.56,25.31,52.2
ENSG00000057149,0,0,0,0,0,0,0,0,0
ENSG00000057252,733,572,941,683,683,1056,25.68,19.76,24.13
ENSG00000057294,1,2,0,0,14,31,0.02,0,0.03
ENSG00000057468,0,0,0,0,0,0,0,0,0
ENSG00000057593,18,22,40,25,7,6,0.81,1.37,0.74
ENSG00000057608,4071,3341,4852,3986,3695,5195,155.84,130.57,146.02
ENSG00000057657,245,219,299,201,128,218,1.79,2.74,2.6
ENSG00000057663,607,416,763,505,402,516,12.69,10.97,12.39
ENSG00000057704,5,5,4,3,7,9,0.01,0.06,0.13
ENSG00000057757,307,241,382,276,305,332,15.98,16.27,18.63
ENSG00000057935,741,533,761,587,651,753,29.26,22.76,20
ENSG00000058056,431,330,553,305,314,461,4.9,6.36,12.4
ENSG00000058063,1426,1282,1894,1424,1079,1586,28.24,25.03,26.25
ENSG00000058085,194,318,168,177,130,134,0.62,0.38,1.31
ENSG00000058091,540,439,695,483,449,533,11.44,10.09,6.27
ENSG00000058262,14950.99,12538.98,17964.78,13086.99,12189.93,16804.96,256.39,265.24,317.58
ENSG00000058272,1939.93,1452.98,2377,1674,2146.22,3200.49,30.35,26.91,37.13
ENSG00000058335,12,1,12,12,7,9,0.28,0.07,0.38
