"variant_type","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue","pvalue.adj",sample
"stop lost / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice donor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"missense variant / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"stop retained variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice region variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"inframe deletion / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice region variant / synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"stop gained / frameshift variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"missense variant / splice donor region variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice acceptor variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice donor variant / splice donor 5th base variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"3 prime UTR variant",76,92,6.97262743895134e-15,-0.27237227041313,0.0718071807180718,1,MMEA9_E1
"3 prime UTR variant / NMD transcript variant",4,2,3.7e-24,0.736965594166206,0.313631363136314,1,MMEA9_E1
"5 prime UTR variant",14,16,3.7e-24,-0.180572245641821,0.533953395339534,1,MMEA9_E1
"TF binding site variant",2,1,3.7e-24,0.584962500721156,0.666366636663666,1,MMEA9_E1
"downstream gene variant",741,792,0.036820400245161,-0.0959016790831752,0.0529052905290529,1,MMEA9_E1
"intergenic variant",3759,3416,0.261518605021537,0.138002414135732,0,0,MMEA9_E1
"intron variant",4145,4490,0.181376049748642,-0.115316605670158,0,0,MMEA9_E1
"intron variant / NMD transcript variant",142,131,2.11029146010476e-09,0.115477217419936,0.357535753575358,1,MMEA9_E1
"intron variant / non coding transcript variant",1169,1131,0.0773954364428977,0.0476345716388846,0.246924692469247,1,MMEA9_E1
"missense variant",85,92,4.1869142675903e-14,-0.112894056405934,0.430943094309431,1,MMEA9_E1
"missense variant / NMD transcript variant",3,1,3.7e-24,1,0.491549154915492,1,MMEA9_E1
"missense variant / splice region variant",1,3,3.7e-24,-1,0.240524052405241,1,MMEA9_E1
"non coding transcript exon variant",55,56,1.19604201416255e-23,-0.0255350921071377,0.835183518351835,1,MMEA9_E1
"regulatory region variant",595,561,0.0029273940917011,0.0847422002412354,0.151915191519152,1,MMEA9_E1
"splice acceptor variant",2,1,3.7e-24,0.584962500721156,0.631763176317632,1,MMEA9_E1
"splice acceptor variant / NMD transcript variant",1,0,3.7e-24,1,0.0213021302130213,0.543204320432043,MMEA9_E1
"splice donor variant",3,2,3.7e-24,0.415037499278844,0.732373237323732,1,MMEA9_E1
"splice donor variant / non coding transcript variant",1,0,3.7e-24,1,0.246524652465247,1,MMEA9_E1
"splice polypyrimidine tract variant / intron variant",5,6,3.7e-24,-0.222392421336448,0.700970097009701,1,MMEA9_E1
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",1,0,3.7e-24,1,0.127012701270127,1,MMEA9_E1
"splice region variant / intron variant",1,1,3.7e-24,0,1,1,MMEA9_E1
"splice region variant / splice polypyrimidine tract variant / intron variant",4,4,3.7e-24,0,1,1,MMEA9_E1
"start lost",1,0,3.7e-24,1,0.328332833283328,1,MMEA9_E1
"stop gained",6,5,3.7e-24,0.222392421336448,0.828582858285829,1,MMEA9_E1
"synonymous variant",39,29,3.7e-24,0.415037499278844,0.117111711171117,1,MMEA9_E1
"upstream gene variant",752,761,0.026064975201586,-0.0171411328213938,0.73967396739674,1,MMEA9_E1
"5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice acceptor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor region variant / intron variant",0,2,3.7e-24,-1.58496250072116,0.0041004100410041,0.139413941394139,MMEA9_E1
"splice region variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"stop gained / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice region variant / synonymous variant",0,1,3.7e-24,-1,0.466446644664466,1,MMEA9_E1
"splice region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,1,3.7e-24,-1,0.490949094909491,1,MMEA9_E1
"splice region variant / splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"frameshift variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice region variant / synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"stop lost",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"stop gained / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"stop retained variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"mature miRNA variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice region variant / 5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"start lost / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice region variant / 3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice region variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"frameshift variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"missense variant / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"inframe insertion",0,0,3.7e-24,0,1,1,MMEA9_E1
"start lost / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor variant / splice donor region variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice acceptor variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"stop retained variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor 5th base variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor region variant / synonymous variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"coding sequence variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"frameshift variant / stop lost",0,0,3.7e-24,0,1,1,MMEA9_E1
"stop gained / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"start lost / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"stop gained / frameshift variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"protein altering variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"stop lost / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"missense variant / splice donor region variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor variant / splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice acceptor variant / splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor variant / splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"stop lost / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"stop gained / inframe insertion",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor variant / splice donor region variant / non coding transcript exon variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice acceptor variant / synonymous variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice region variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"stop gained / protein altering variant / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"stop gained / start lost",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice acceptor variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"missense variant / splice donor 5th base variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice acceptor variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice region variant / stop retained variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"start lost / 5 prime UTR variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"frameshift variant / start lost",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice acceptor variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"stop lost / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice region variant / stop retained variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"stop gained / frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"inframe insertion / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"stop gained / protein altering variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"3 prime UTR variant",28,42,3.7e-24,-0.568283759574526,0.0142,0.215366666666667,MMEA9_E2
"5 prime UTR variant",10,7,3.7e-24,0.459431618637297,0.3345,1,MMEA9_E2
"downstream gene variant",356,364,9.77406991358169e-05,-0.0319723897382799,0.6484,1,MMEA9_E2
"intergenic variant",1903,1746,0.212325121445112,0.124153870391184,0,0,MMEA9_E2
"intron variant",1912,2121,0.149024882458386,-0.149587782568652,0,0,MMEA9_E2
"intron variant / NMD transcript variant",60,46,3.7e-24,0.376148485885249,0.0828,0.94185,MMEA9_E2
"intron variant / non coding transcript variant",589,521,0.000649096029352853,0.176665147679319,0.0037,0.084175,MMEA9_E2
"missense variant",32,41,3.7e-24,-0.347923303420307,0.0974,0.984822222222222,MMEA9_E2
"missense variant / splice region variant",1,1,3.7e-24,0,1,1,MMEA9_E2
"non coding transcript exon variant",28,27,3.7e-24,0.0506260730699681,0.8532,1,MMEA9_E2
"regulatory region variant",305,262,6.97985931865556e-06,0.218468853400349,0.0121,0.215366666666667,MMEA9_E2
"splice donor variant",2,1,3.7e-24,0.584962500721156,0.6263,1,MMEA9_E2
"splice polypyrimidine tract variant / intron variant",1,3,3.7e-24,-1,0.2681,1,MMEA9_E2
"splice region variant / intron variant",1,0,3.7e-24,1,0.496,1,MMEA9_E2
"splice region variant / non coding transcript exon variant",1,0,3.7e-24,1,0.217,1,MMEA9_E2
"stop gained",4,2,3.7e-24,0.736965594166206,0.3262,1,MMEA9_E2
"synonymous variant",16,13,3.7e-24,0.280107919192735,0.4867,1,MMEA9_E2
"upstream gene variant",308,349,0.00018911370969152,-0.179748083927954,0.0182,0.2366,MMEA9_E2
"3 prime UTR variant / NMD transcript variant",0,1,3.7e-24,-1,0.4254,1,MMEA9_E2
"TF binding site variant",0,1,3.7e-24,-1,0.5166,1,MMEA9_E2
"missense variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice acceptor variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor region variant / intron variant",0,1,3.7e-24,-1,0.4379,1,MMEA9_E2
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice region variant / 3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice region variant / splice polypyrimidine tract variant / intron variant",0,2,3.7e-24,-1.58496250072116,2e-04,0.00606666666666667,MMEA9_E2
"splice region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice region variant / synonymous variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"frameshift variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice acceptor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice region variant / splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"stop retained variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"stop gained / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice region variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"stop lost",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"start lost",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice acceptor variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice region variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"mature miRNA variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"inframe deletion",0,0,3.7e-24,0,1,1,MMEA9_E2
"stop gained / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice region variant / synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"stop lost / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"start lost / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"missense variant / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor variant / splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"stop gained / frameshift variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"inframe deletion / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"stop lost / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice acceptor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice acceptor variant / splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"start lost / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"stop gained / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice acceptor variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"stop retained variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice acceptor variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice region variant / 5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"stop gained / frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"frameshift variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor variant / splice donor region variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"stop lost / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice region variant / stop retained variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"frameshift variant / stop lost",0,0,3.7e-24,0,1,1,MMEA9_E2
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"inframe deletion / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice region variant / stop retained variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor variant / splice polypyrimidine tract variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor 5th base variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"start lost / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice acceptor variant / synonymous variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor variant / splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"3 prime UTR variant",109,134,1.38672053893018e-10,-0.295455883526171,0.0157393483709273,0.222599355531686,MMEA9_E3
"3 prime UTR variant / NMD transcript variant",3,3,3.7e-24,0,1,1,MMEA9_E3
"5 prime UTR variant",23,23,3.7e-24,0,1,1,MMEA9_E3
"TF binding site variant",2,2,3.7e-24,0,1,1,MMEA9_E3
"downstream gene variant",1052,1138,0.0361908372697472,-0.113262310682395,0.00601503759398496,0.148872180451128,MMEA9_E3
"intergenic variant",5257,4728,0.417365946664195,0.152979000160241,0,0,MMEA9_E3
"intron variant",5872,6367,0.422818363546892,-0.116742698046221,0,0,MMEA9_E3
"intron variant / NMD transcript variant",179,169,4.11277904431666e-08,0.082462160191973,0.465964912280702,1,MMEA9_E3
"intron variant / non coding transcript variant",1623,1592,0.151985393707203,0.0278053656598664,0.418245614035088,1,MMEA9_E3
"missense variant",97,134,1.93521817096456e-10,-0.462105752935623,0.000300751879699248,0.00992481203007519,MMEA9_E3
"missense variant / NMD transcript variant",2,1,3.7e-24,0.584962500721156,0.631578947368421,1,MMEA9_E3
"missense variant / splice region variant",4,4,3.7e-24,0,1,1,MMEA9_E3
"non coding transcript exon variant",86,81,9.49564344969834e-15,0.0853914912306447,0.583759398496241,1,MMEA9_E3
"regulatory region variant",915,838,0.00490084222434881,0.126676787657121,0.010125313283208,0.180300751879699,MMEA9_E3
"splice acceptor variant",1,1,3.7e-24,0,1,1,MMEA9_E3
"splice donor 5th base variant / intron variant",1,1,3.7e-24,0,1,1,MMEA9_E3
"splice donor region variant / intron variant",2,3,3.7e-24,-0.415037499278844,0.39749373433584,1,MMEA9_E3
"splice donor variant",5,3,3.7e-24,0.584962500721156,0.416942355889724,1,MMEA9_E3
"splice polypyrimidine tract variant / intron variant",6,9,3.7e-24,-0.514573172829758,0.192080200501253,1,MMEA9_E3
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",1,1,3.7e-24,0,1,1,MMEA9_E3
"splice region variant / intron variant",1,2,3.7e-24,-0.584962500721156,0.290025062656642,1,MMEA9_E3
"splice region variant / non coding transcript exon variant",2,1,3.7e-24,0.584962500721156,0.641203007518797,1,MMEA9_E3
"splice region variant / splice polypyrimidine tract variant / intron variant",2,6,3.7e-24,-1.22239242133645,0.0742857142857143,0.919285714285714,MMEA9_E3
"splice region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",1,1,3.7e-24,0,1,1,MMEA9_E3
"splice region variant / synonymous variant",1,1,3.7e-24,0,1,1,MMEA9_E3
"splice region variant / synonymous variant / NMD transcript variant",1,0,3.7e-24,1,0.0109273182957393,0.180300751879699,MMEA9_E3
"stop gained",12,8,3.7e-24,0.53051471669878,0.299448621553885,1,MMEA9_E3
"synonymous variant",38,43,3.7e-24,-0.174029399775049,0.400601503759399,1,MMEA9_E3
"upstream gene variant",1089,1083,0.0627419576042094,0.0079633783104172,0.847418546365915,1,MMEA9_E3
"5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice region variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice region variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"start lost",0,0,3.7e-24,0,1,1,MMEA9_E3
"stop lost",0,0,3.7e-24,0,1,1,MMEA9_E3
"synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"mature miRNA variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice acceptor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice region variant / splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"start lost / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"missense variant / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"stop gained / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"start lost / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"stop gained / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"frameshift variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"stop retained variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"inframe deletion",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice region variant / 3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice region variant / 5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice acceptor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"inframe deletion / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"frameshift variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"stop gained / frameshift variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"stop lost / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"missense variant / splice donor region variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"stop lost / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor variant / splice donor region variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"start lost / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice acceptor variant / splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice acceptor variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor 5th base variant / synonymous variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice region variant / stop retained variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor 5th base variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"stop gained / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"inframe deletion / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor variant / splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"coding sequence variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor variant / splice donor 5th base variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor variant / splice donor region variant / non coding transcript exon variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"coding sequence variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"missense variant / splice donor 5th base variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"frameshift variant / stop lost",0,0,3.7e-24,0,1,1,MMEA9_E3
"stop gained / frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice acceptor variant / non coding transcript exon variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"start lost / inframe deletion",0,0,3.7e-24,0,1,1,MMEA9_E3
"frameshift variant / stop retained variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor variant / splice donor 5th base variant / non coding transcript exon variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice acceptor variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"stop retained variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"stop lost / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"stop gained / inframe deletion",0,0,3.7e-24,0,1,1,MMEA9_E3
